country,date,lower_20,lower_50,lower_90,mean,median,sd,upper_20,upper_50,upper_90
Austria,2020-11-29,0.915225355834277,0.908296170062155,0.880757054659812,0.91781442236961,0.917837068326251,0.0293513569073074,0.92058432366253,0.931219056313316,0.981749780854144
Austria,2020-11-30,0.9118350422963944,0.9034871001270794,0.8750745678646145,0.915536715000571,0.9157845076989025,0.02875146066288855,0.9197558513581965,0.928842473387809,0.980422697187364
Austria,2020-12-01,0.907845381590832,0.898538842961063,0.869153397494424,0.911681986184352,0.912845782380738,0.0286530222901538,0.918092606562523,0.924663390724873,0.978217159413963
Austria,2020-12-02,0.9063486760754444,0.8961201112502545,0.866952744815095,0.9099849830679414,0.9119673983363026,0.0279759002669544,0.916769459052188,0.9230274514882235,0.968971243912436
Austria,2020-12-03,0.904738340117681,0.893820805509641,0.865463691218345,0.908221111537635,0.910881023656705,0.028263193591717,0.915481806356278,0.921368457619054,0.959895668749871
Austria,2020-12-04,0.898822181005257,0.887483037289271,0.8561687112719061,0.9017033589045035,0.905204879118483,0.02835697516818565,0.9102780027556365,0.9180470574933085,0.9517285495521259
Austria,2020-12-05,0.893438858683726,0.881349192740701,0.846828650577431,0.896380596331019,0.900322272392291,0.0288213076158019,0.906537638277346,0.914893696807788,0.945359219708895
Austria,2020-12-06,0.889646678086697,0.877414371085175,0.8422445512076705,0.893889674402363,0.896762834575513,0.0290576878789212,0.903234619289397,0.9127924079714504,0.937394573701991
Austria,2020-12-07,0.885025055748897,0.871922971309686,0.838655882760464,0.890295945291128,0.892538716084003,0.0296196588366938,0.899459318108536,0.910065953010253,0.93352068021497
Austria,2020-12-08,0.884070411654174,0.870907092667326,0.837401036346881,0.888952332570411,0.891435041486379,0.0298203186503372,0.898518484036366,0.909109537838981,0.929592652115145
Austria,2020-12-09,0.8810494578925625,0.8680971240592705,0.833539556911017,0.8857521022561815,0.8880933427846055,0.030638317203145048,0.895346077520912,0.9059881375780585,0.927008779088624
Austria,2020-12-10,0.877983875480954,0.864737375162429,0.829353083906284,0.882714698869642,0.885260139975459,0.0315610428158394,0.892710341587112,0.903556063398852,0.925939843407163
Austria,2020-12-11,0.8752815993206965,0.861126827225841,0.823797386693623,0.879720007360457,0.882893261554521,0.0329056346252595,0.8904901221764046,0.9013651490194066,0.9241452724151655
Austria,2020-12-12,0.873313883895627,0.858315248442961,0.819458012912994,0.877316478352839,0.881250833995686,0.0343163961490991,0.888927071233459,0.899655185725975,0.922876857496225
Austria,2020-12-13,0.8690378425473385,0.8540402903483151,0.8115462322810805,0.873170925310857,0.8772856344928575,0.03472798193729605,0.8847256732497545,0.8963893042602985,0.920494367260139
Austria,2020-12-14,0.865610495641267,0.85060220662239,0.807716703258978,0.870048565272766,0.873898961329748,0.0355602943650089,0.88192789494325,0.894199645561053,0.918191226056118
Austria,2020-12-15,0.8665223085035875,0.8508624172547194,0.805233877990405,0.8704241937612465,0.874845881055199,0.0359580846076377,0.8829027231083855,0.89523717291578,0.92210605416658
Austria,2020-12-16,0.868372056847665,0.85220642351052,0.804473686761692,0.871537798154628,0.876692370062927,0.0365560143820306,0.884973532881116,0.899533599679137,0.925766506836336
Austria,2020-12-17,0.8713570659921954,0.8552257976126625,0.807997361290155,0.8768843670952731,0.8822892088415515,0.03665143327075775,0.890124400778712,0.905102968258383,0.9282265587705745
Austria,2020-12-18,0.877116890965106,0.860725052700035,0.813081008246755,0.882784619136453,0.888193660995585,0.0362106484828825,0.895654887497529,0.910252905822361,0.929697056864027
Austria,2020-12-19,0.8837232856139755,0.8676393358509435,0.817933279389825,0.8896782779898755,0.89571610070932,0.03533858347376315,0.902544391447896,0.9145139867090619,0.9325648449392745
Austria,2020-12-20,0.89023971382686,0.875123027057132,0.827302176749087,0.896932575873434,0.902404149232389,0.0344711491470906,0.908090917048088,0.917906418435721,0.934118977716199
Austria,2020-12-21,0.8978684217671555,0.8829272976224845,0.8368420562686656,0.9018182100167955,0.906772583003579,0.03370742106329325,0.9120033079480534,0.920516702251724,0.9361443959005985
Austria,2020-12-22,0.904271656992952,0.892612126674429,0.845069270020584,0.905982575557538,0.91063835322845,0.0329261651561245,0.915526418882595,0.923889977121268,0.941080185081981
Austria,2020-12-23,0.909018632638949,0.8981538845240791,0.8533241283940809,0.9114566367178535,0.914603201906214,0.0323573148107301,0.9195137426761866,0.92602029120234,0.9508057296676959
Austria,2020-12-24,0.913244184293597,0.902640918177428,0.864177588234497,0.91772003461758,0.918304858901613,0.0320230398220802,0.922786736198213,0.930489429386186,0.961803011758557
Austria,2020-12-25,0.9171968731777695,0.9081525545773494,0.874076825692496,0.922536843300326,0.9212871528910405,0.03284276470026725,0.9278408023407665,0.939050727461433,0.9745930728416721
Austria,2020-12-26,0.920589053459779,0.912895988030484,0.883383011289474,0.931626253834617,0.929108458169584,0.0348580614523073,0.938162602624432,0.950869737065663,0.986185489933038
Austria,2020-12-27,0.929115686798927,0.9160047785024374,0.8923023711494871,0.9390860998826376,0.9376072931677846,0.034840564629182544,0.9461001356718834,0.9600236728008951,0.996833337311802
Austria,2020-12-28,0.935896921002667,0.920992176622202,0.899669036679896,0.94622544561526,0.944392793840978,0.0346913374012959,0.952141675462234,0.967629161766746,1.00767152957967
Austria,2020-12-29,0.9401173431889369,0.9255673144455709,0.9041360121321245,0.9523447622940625,0.94931020102592,0.035394440897326254,0.958827919674538,0.9746439263325115,1.01481444381256
Austria,2020-12-30,0.945818445856549,0.931768532586689,0.906538608555763,0.957454121910283,0.953753519195848,0.0361643787557607,0.962369410770797,0.979952380006167,1.02047266197885
Austria,2020-12-31,0.945837406488977,0.9320501488671005,0.908710765693143,0.956337316224824,0.9547464789386625,0.037376451203345845,0.964041128549006,0.982135498979609,1.02493736890025
Austria,2021-01-01,0.942542026330643,0.929940845462261,0.909256133083144,0.957461852171348,0.951175532765158,0.0383995415376833,0.960589780958993,0.981019610765508,1.02444303723069
Austria,2021-01-02,0.9433574442894745,0.930317427821362,0.909485726202935,0.957372639166166,0.951997118361293,0.03921459003757225,0.961291006416193,0.978757638901899,1.026503183534955
Austria,2021-01-03,0.942402945667401,0.930110181395255,0.909720443247774,0.956892248871815,0.952251701020815,0.0401194596010567,0.961721882360286,0.976328706030944,1.0275746404431
Austria,2021-01-04,0.942115486404253,0.9295492884242185,0.9098862769688509,0.9551543246866495,0.950406364539039,0.040739775347187604,0.958737760913118,0.974896798915501,1.030421129124105
Austria,2021-01-05,0.939652284197683,0.928451710114204,0.909732645781258,0.953959694452472,0.946452529932537,0.0404597685875507,0.956472484197571,0.972352761845125,1.0288476135033
Austria,2021-01-06,0.9374456190637205,0.9263075177400585,0.9092330557562095,0.951590505343795,0.9449663120594061,0.0398095704915174,0.9535380220520304,0.9698939460983116,1.028440076247735
Austria,2021-01-07,0.935574377556562,0.924817636429409,0.908892076663232,0.949333077295743,0.9421483921114,0.0387460694693985,0.948487195312076,0.966961032876241,1.01935284335643
Austria,2021-01-08,0.932806328602573,0.9224010165759065,0.908334915348424,0.945776892978627,0.939010340006972,0.0373966298743056,0.9455342527317301,0.963426826397523,1.0149188479014302
Austria,2021-01-09,0.92933347847291,0.919715033626281,0.907063410653551,0.943097189109584,0.935608389175363,0.0358447749713736,0.94201431589176,0.959443957448828,1.00924274343448
Austria,2021-01-10,0.926290161062845,0.918885393320951,0.905338452557335,0.940312119973936,0.931987682212229,0.0341947650633323,0.939747059666694,0.955642221321801,1.0043354211395
Austria,2021-01-11,0.9241059700631704,0.91734015143394,0.9031449717125385,0.937238056679264,0.929369520900934,0.0325843188424242,0.9358544312912216,0.9513700815242441,0.995327592234716
Austria,2021-01-12,0.922866531267829,0.916358937011811,0.898937168814263,0.933961677276245,0.926795215804322,0.0305864347595424,0.932783660501805,0.946645221883097,0.987829371365972
Austria,2021-01-13,0.9203118015140805,0.9155402704754134,0.8913147358185955,0.9283954674418156,0.924192641639228,0.0296208967767327,0.929417955243507,0.940857627619712,0.976000024518715
Austria,2021-01-14,0.919351564041765,0.913324779681555,0.883457681917427,0.924707993497231,0.922346356167855,0.0286418101038425,0.926110525358258,0.936534882898614,0.965683228438784
Austria,2021-01-15,0.917889219460511,0.905897711573507,0.877256705446774,0.922262535606431,0.920935525055882,0.0277619559297605,0.923558541334089,0.932240039226666,0.960004437252125
Austria,2021-01-16,0.910314106402835,0.898210952332157,0.869958291367319,0.916762532293224,0.918423122066035,0.0271662590884038,0.922372396823103,0.927888407305624,0.953765976506307
Austria,2021-01-17,0.904062896064761,0.893603321161707,0.860882166333185,0.909569971105852,0.911333213274785,0.0277125508450706,0.917779770508541,0.925598092227745,0.948360942856051
Austria,2021-01-18,0.898494516027898,0.887958546784433,0.855501724489909,0.903479558112221,0.904737549395858,0.0277305419048687,0.911572826879443,0.922434504854485,0.943399113182064
Austria,2021-01-19,0.894275200071327,0.8816814115107585,0.8504909984937601,0.8984717777281495,0.8998944341907105,0.027806959081649103,0.906262605403498,0.9170747235189856,0.9390663974107976
Austria,2021-01-20,0.888447504549987,0.876462259842514,0.843081472048333,0.893075808029893,0.895658782212378,0.0283037245153843,0.90184310254919,0.911712399358519,0.93531333623158
Austria,2021-01-21,0.884183581781306,0.8716812379773604,0.836654806981601,0.8887028033911479,0.8908615494602086,0.0293014457229787,0.8976364914841426,0.907675808512378,0.9325040208359465
Austria,2021-01-22,0.879904942005664,0.868356379861072,0.830956251450126,0.884623891077922,0.887530061537854,0.0294036328358233,0.893342621364281,0.90432547888239,0.928106348345206
Austria,2021-01-23,0.8770016943544046,0.8644283213845394,0.8284105784519045,0.8812967948547015,0.883842069436661,0.02924454092035015,0.8903203413778825,0.9015006763864875,0.924611573749225
Austria,2021-01-24,0.873894600812001,0.860649264610744,0.826293728383509,0.879401149907703,0.881616447581822,0.0297243640722779,0.887501179608277,0.898522614656427,0.921748892282087
Austria,2021-01-25,0.8712571211002735,0.8583158854365345,0.823451478766778,0.876665217085989,0.8792112088537785,0.030272346537508397,0.886230031295919,0.8965836030799774,0.920058807459431
Austria,2021-01-26,0.8705795746865179,0.8573345531212511,0.8217045460849814,0.875366484934551,0.877813171596742,0.0303471720405983,0.8850431488636334,0.896497654295313,0.9191305812477
Austria,2021-01-27,0.869837852309689,0.858228009296848,0.821122040855645,0.874821157698136,0.87675800343389,0.0304186672139461,0.884343811702525,0.895737448513871,0.918835215512163
Austria,2021-01-28,0.8706946548063945,0.8593401227793115,0.824071611639031,0.875955744036855,0.877761325349351,0.030438817077711,0.8840658725233975,0.8953860962635225,0.919108801427836
Austria,2021-01-29,0.872273608326383,0.860183173624828,0.825982220208886,0.877732304800536,0.879024884288079,0.0305190298367343,0.885599609483086,0.896487793581781,0.919980678201562
Austria,2021-01-30,0.8735074776264544,0.86149374031254,0.8258016102521291,0.8784470222628095,0.880282692711021,0.030143967342516148,0.887704710487769,0.8981737743891904,0.9217580014124489
Austria,2021-01-31,0.876075766328414,0.864002004980591,0.830903361034776,0.88177562933309,0.882039849549526,0.0298701373056528,0.889331390217836,0.900492685038759,0.924453934714883
Austria,2021-02-01,0.8792542592881335,0.866119592294561,0.832312534542647,0.884354156675645,0.8859891971524101,0.0294593788816956,0.8923794318218825,0.90282067686651,0.9271965502826911
Austria,2021-02-02,0.882610702664398,0.869654755157858,0.833779058373781,0.888132607198113,0.888771899051297,0.0289506096531328,0.895183329050496,0.905652955867612,0.930737548593705
Austria,2021-02-03,0.8861032692507604,0.8731090952234399,0.8369355428710079,0.8914885908062464,0.89264123857906,0.0291556260221238,0.8989839548281535,0.9087278632539245,0.9336999974114455
Austria,2021-02-04,0.890144376313826,0.876254515595323,0.842018304598132,0.894899672017004,0.896655883558196,0.0287213037132436,0.902865037194977,0.912672506499402,0.937281397380503
Austria,2021-02-05,0.893146993570028,0.880183417850572,0.8477608446674776,0.898248533515255,0.8999667183068235,0.028500157807767698,0.906426695026325,0.9162831829157835,0.9418153769437265
Austria,2021-02-06,0.897338069567552,0.884981446622518,0.851952433046214,0.902502628114254,0.9041964577607,0.0287463092603376,0.910674126616324,0.920627718616792,0.946701862295981
Austria,2021-02-07,0.902548287760855,0.8907891200282709,0.857989909205629,0.9080333981604964,0.9093037698476725,0.02901804497498515,0.9155151505978776,0.9254559512607955,0.9524718796921825
Austria,2021-02-08,0.908377593410137,0.896247877891804,0.8638554137284,0.913206581020414,0.914731598745419,0.0292013665660454,0.920053685133922,0.930505703317535,0.958620554094996
Austria,2021-02-09,0.9133853050706445,0.90205626384368,0.8691043452806191,0.9181689562274395,0.91869622878699,0.0295397985758161,0.9252082289922801,0.935905506240346,0.9647904689185964
Austria,2021-02-10,0.9163959822192305,0.907555923608821,0.875948826089322,0.924634614352555,0.92408526878706,0.029672744965924397,0.9315343656948669,0.9417742984570985,0.9703475098414156
Austria,2021-02-11,0.922979212476084,0.911965459274314,0.881669500031604,0.930929684126547,0.930493970398352,0.0299589372118067,0.937514139303183,0.947725170045321,0.979022118574043
Austria,2021-02-12,0.929446952915616,0.9172595003907256,0.887927908427897,0.938070361430605,0.937861673886034,0.0300217136901599,0.943908454657583,0.9537815060566575,0.985612341496533
Austria,2021-02-13,0.936927948617432,0.923128519781495,0.893225716512018,0.944627669050839,0.944578646293559,0.0301255499708561,0.950315291027817,0.960025290620604,0.991804069925875
Austria,2021-02-14,0.944534306959095,0.9306697315932866,0.9001673720189756,0.9513544885807175,0.9511519742873525,0.03026380416718085,0.9566873851671865,0.966801217852671,1.0000351932575915
Austria,2021-02-15,0.951235128623358,0.938349037726636,0.905433598869851,0.958397132207294,0.957588867084587,0.0306200090345635,0.963332009114661,0.973659076931753,1.00672596317269
Austria,2021-02-16,0.9579706353315245,0.9451987906682885,0.9116983482265115,0.9651394983027115,0.964379140977885,0.0309788430256194,0.9699853920424205,0.9803437398895585,1.01432128114247
Austria,2021-02-17,0.964826943676585,0.952524454645284,0.917701782675021,0.972075026392442,0.970877080727862,0.0311814152514182,0.976639019064202,0.987546242127713,1.02169087055312
Austria,2021-02-18,0.971768228379145,0.96039642290687,0.924931390452226,0.979022902377825,0.977596914170489,0.0313882129768152,0.983434933317417,0.99477869348001,1.02785694113998
Austria,2021-02-19,0.978519128218357,0.9675063222925075,0.932094030946541,0.9858469012715775,0.9841047600651925,0.0316098388272297,0.9904833039130265,1.0020318250999551,1.036658005414465
Austria,2021-02-20,0.984816540159449,0.974769677668826,0.9399553362824,0.992617367470183,0.990994681016791,0.0322171952834309,0.997162535131429,1.00922341534916,1.04391389703612
Austria,2021-02-21,0.9914907744792875,0.9809508815425214,0.9477960868183155,0.9996445178563845,0.9978989560783955,0.032284407012409,1.004108387988955,1.0168779197682252,1.05104543078916
Austria,2021-02-22,0.998522537166908,0.98744485778186,0.955544573373228,1.00639223138434,1.00473833724921,0.0323547631504691,1.01138110344911,1.02358204488839,1.05855516558208
Austria,2021-02-23,1.00493539056855,0.9941090154469595,0.961861118434274,1.0134546306228,1.0117136153542199,0.0328140929512687,1.0181059160655699,1.0302769763270598,1.06662750645235
Austria,2021-02-24,1.01137133839573,1.00104960242886,0.968423773400163,1.01995553018017,1.01816555783244,0.0329012920401285,1.0251670563929,1.03677110966579,1.07484679118296
Austria,2021-02-25,1.0179366382093,1.00742661672374,0.976196004646708,1.02618008523343,1.024397582925165,0.03315030717948305,1.031893726096925,1.04397186140165,1.0807939201615202
Austria,2021-02-26,1.02363503252092,1.01304631670528,0.981933974705589,1.03244088470012,1.03081568730287,0.0331721966751661,1.03825239637657,1.05038138343171,1.08764871860734
Austria,2021-02-27,1.02982901509464,1.01869491344182,0.988313367042167,1.03825492149952,1.03669470563142,0.0335394758432858,1.04460534400191,1.05663800201093,1.0936848098186
Austria,2021-02-28,1.03577310977069,1.02395081330951,0.994208441295708,1.04372202379269,1.0421575268844,0.0336627477644299,1.04972238097471,1.062727889079,1.09815981771256
Austria,2021-03-01,1.041248589516385,1.028946079339965,0.999258145620493,1.05039721219967,1.04898146617767,0.03387636096933365,1.05652007841859,1.06907869436375,1.10423312597058
Austria,2021-03-02,1.04564068102715,1.03336211413247,1.00261980328004,1.05525207428138,1.05349521799106,0.0342030284846488,1.0615608563204,1.07393742400345,1.1080820539577
Austria,2021-03-03,1.0497874594598349,1.03709051845606,1.006303037635645,1.0594983494776251,1.05760835644107,0.03410496013742735,1.066208386096575,1.078936987558875,1.1132527878109202
Austria,2021-03-04,1.05334149920748,1.04056625102372,1.00913488482263,1.06331822475445,1.0603756274939,0.033936656573177,1.0700980111474,1.08303685498242,1.11597805231699
Austria,2021-03-05,1.05645785049988,1.04364610901697,1.012551320902475,1.06652158815879,1.06395559299033,0.03387197337676575,1.0731166987876701,1.086752468281905,1.121171789221295
Austria,2021-03-06,1.0590140657229399,1.04505758729805,1.01601857014786,1.0698095864037351,1.066599922901665,0.0335097404107606,1.07601501754284,1.089212143485455,1.1237449724397002
Austria,2021-03-07,1.0602840686315749,1.0478551520949249,1.018544236026875,1.072554593632045,1.069478225858635,0.03303996930202975,1.0782963485495949,1.091913149887015,1.126275387709745
Austria,2021-03-08,1.063364426108085,1.04909804009134,1.01999354553148,1.07411824469983,1.07076909004011,0.032653693317984706,1.079826153027815,1.094322935016815,1.1289513690283
Austria,2021-03-09,1.06380133068648,1.05148604725074,1.02213056646687,1.07428162087834,1.07210943040763,0.0325611783407246,1.08149620075448,1.09605555886051,1.12946859783073
Austria,2021-03-10,1.06617054016812,1.05292458859305,1.02345515622151,1.0748677700151799,1.0737349490199,0.03237346407804785,1.082662339035495,1.095834448177405,1.12849341122512
Austria,2021-03-11,1.06812722248615,1.05506971870356,1.0252732494295,1.0761768082214,1.07476418337845,0.032263682683796,1.08433786183604,1.09777103876415,1.12934319087667
Austria,2021-03-12,1.067824962136175,1.0553528799942349,1.02618919502546,1.07768798339893,1.075541831398535,0.0322484679776709,1.084154859840225,1.09750575242359,1.129504670961425
Austria,2021-03-13,1.0684447557985401,1.05590311461551,1.027317097255895,1.07918041037777,1.07666236626649,0.0321779912621524,1.0853290492920449,1.09891656755182,1.129685725469775
Austria,2021-03-14,1.0688200780347201,1.0567229844872599,1.02676212237975,1.07942676116655,1.077246792617765,0.0319939039811874,1.0861471879849152,1.099164457612295,1.128862554878655
Austria,2021-03-15,1.06853902588801,1.05661876381606,1.0264712597068,1.07815773332667,1.07695818009302,0.0321035720738575,1.08592740474078,1.09875143644355,1.12843745652821
Austria,2021-03-16,1.068110272846925,1.05558517553801,1.026401757763765,1.0777570745635452,1.0758913392628,0.03187201791345105,1.084655031193455,1.0979368599060049,1.127774489810695
Austria,2021-03-17,1.0668725512215,1.05472905502292,1.02543208577488,1.07741778037617,1.07517037899781,0.031870957970502,1.08311972368753,1.09691341942364,1.12776218169376
Austria,2021-03-18,1.0665231421869499,1.054124783559165,1.025090534345985,1.07705984561014,1.074689583555925,0.03156631316623565,1.083039949357285,1.09548795795518,1.127014870876325
Austria,2021-03-19,1.06615043946533,1.05310389363401,1.02432623350809,1.0755403439814,1.07337241675986,0.0314531414613949,1.08100403116364,1.0938667790187,1.12682285553738
Austria,2021-03-20,1.06458017655142,1.05222404547642,1.02345147488093,1.07379732473431,1.07161790672735,0.0313249540141698,1.07958141394387,1.0917119962144,1.12524725727743
Austria,2021-03-21,1.06228535657075,1.05051940015375,1.02259282931678,1.07152725679733,1.06973667141266,0.0314852912703768,1.0772496444807,1.0890999742632,1.12403757705106
Austria,2021-03-22,1.05961878589617,1.04771593297619,1.02030408357967,1.06851859779745,1.06720517045883,0.0317320017632145,1.07406613486921,1.08581776207088,1.12306257598561
Austria,2021-03-23,1.0562094884814,1.04465295587008,1.01788933755739,1.06503786269701,1.06328995387378,0.0319330871847034,1.07014833232392,1.08259073323455,1.11925299491347
Austria,2021-03-24,1.05177862144206,1.04045952131805,1.01419466456078,1.06086632478256,1.0587131844478,0.0319593462149727,1.06555706480306,1.07906402603987,1.11545020723841
Austria,2021-03-25,1.04663233830011,1.0355031199629,1.00949013899269,1.0560569915246,1.05341230135518,0.0323633850593931,1.06088578865676,1.07407752846817,1.11086660679679
Austria,2021-03-26,1.04096140771301,1.02987612210961,1.00381189866894,1.0505289123706,1.04770389633338,0.0325350770996265,1.05499694486737,1.06801966092637,1.10598184759467
Austria,2021-03-27,1.0343600159843849,1.0235059697207651,0.9976462016853576,1.044043017938495,1.041411716477505,0.03263050376984625,1.048610083938845,1.06149143034652,1.0997216079665302
Austria,2021-03-28,1.02743228364394,1.01635824657165,0.990619957721455,1.03683459733118,1.03446291470037,0.0328365908392647,1.04144850484078,1.05415025441094,1.09239311935614
Austria,2021-03-29,1.01981956235886,1.008650735908045,0.9827229161551,1.02898526320334,1.02629524544346,0.032757200687817,1.033618766821565,1.0461584672474449,1.0843120484529551
Austria,2021-03-30,1.01135535078359,1.00035413470792,0.974287485914736,1.02067606114811,1.01821249278735,0.0328051128874588,1.02495209202142,1.03759056085342,1.07547532460856
Austria,2021-03-31,1.002811318936335,0.9919428070349909,0.9655244313332205,1.011684375864285,1.00952295687261,0.032385137351996246,1.016191918697515,1.0285868662099849,1.065104525777475
Austria,2021-04-01,0.994102146185083,0.982943670935234,0.956549237814886,1.00232063586378,1.00049940384782,0.031267997875288,1.00684538584883,1.01894820871972,1.05380830206843
Austria,2021-04-02,0.9848408964241171,0.973984375259435,0.9468085938315884,0.992392940059821,0.991009384891836,0.03048211327881595,0.997544206669279,1.00914161531798,1.042757603843665
Austria,2021-04-03,0.97530875011798,0.964393242658803,0.936591973057624,0.982575276494991,0.981826885792662,0.0298186696816644,0.988251433179948,0.999334515803565,1.0306745062889
Austria,2021-04-04,0.9659806246918925,0.9547421548897195,0.9263159022152194,0.972353026035006,0.9723304423427299,0.02931474519355495,0.9787426239875274,0.9895618699827755,1.019116395067655
Austria,2021-04-05,0.956448471217922,0.944834345646974,0.915388398884069,0.962515509561108,0.962774710019365,0.0292478216899139,0.969305872291473,0.979848567978632,1.00814056585034
Austria,2021-04-06,0.94677660279062,0.935181985028086,0.904280798641038,0.952486733779706,0.953310353544063,0.0290047570532341,0.959612217209938,0.970250447572844,0.99761015431328
Austria,2021-04-07,0.93739504233798,0.925151841577789,0.894446169906673,0.942859043578943,0.943919977199686,0.0292554896006622,0.950463810191636,0.960751707175204,0.987101160037396
Austria,2021-04-08,0.927878552562166,0.915895993228249,0.883910036075711,0.933241622331185,0.934948498351203,0.0295320070873009,0.941431918364731,0.9516810786322,0.97783809071909
Austria,2021-04-09,0.919269032870371,0.907120432658397,0.873983775269851,0.924176312619008,0.926039828537969,0.0298761679753842,0.932605845186377,0.942742784887155,0.969048840721406
Austria,2021-04-10,0.91075652833894,0.8985792336600644,0.8650728324387655,0.9158831207059059,0.917634917992523,0.0300578024286563,0.9239691959080405,0.9345001360946755,0.9601200600872345
Austria,2021-04-11,0.902731773529021,0.890361005761315,0.856588713226345,0.908046194653404,0.909693662459402,0.0297567091822765,0.916080482232209,0.926797195677288,0.951829019274425
Austria,2021-04-12,0.894939549179227,0.882480595729281,0.847821859811129,0.900635622224078,0.902480119945128,0.0298193552529656,0.90908836409265,0.919221242901431,0.944238075408219
Austria,2021-04-13,0.888202209319741,0.875484266471672,0.84116474748006,0.89376065282611,0.896120273577313,0.0300824608075311,0.902625066202155,0.912400812532953,0.937373849839804
Austria,2021-04-14,0.8821130453295705,0.8684375378222615,0.8343668014086729,0.887392922968548,0.8902807228509519,0.030393235724559348,0.896459935999076,0.906475581625293,0.9322205457856194
Austria,2021-04-15,0.876330427519045,0.86261628501375,0.8278650042529945,0.881558970813924,0.8843973240858964,0.030480725285506452,0.89066386258367,0.900774838333418,0.926807583246066
Austria,2021-04-16,0.8708049017790985,0.8574449067182275,0.822871203775549,0.8760925459724785,0.878775838505097,0.030868658580322852,0.885155251500737,0.8954668877222185,0.9217137631505614
Austria,2021-04-17,0.866465160155567,0.852977242909304,0.818041593839825,0.871694270800713,0.873501038007762,0.0307125729073475,0.880008593110921,0.890292393140699,0.917633680350164
Austria,2021-04-18,0.8619252130213975,0.8483438954834275,0.8145100858403884,0.867292304268404,0.869206888581634,0.030693718320258752,0.8755184892053235,0.8858436207087335,0.91254716166321
Austria,2021-04-19,0.856232649648913,0.8433831456959935,0.810453923933504,0.863268551991042,0.8650272936907455,0.031154282230032,0.8718865986187705,0.881636464261906,0.9085238267899884
Austria,2021-04-20,0.8522397323182376,0.839962326945113,0.8074841021283685,0.8597961424836005,0.8614935880125295,0.031411374006500195,0.8680160159027985,0.878171764759835,0.9054622102337645
Austria,2021-04-21,0.848987418730789,0.8365879408854765,0.8040861140788915,0.8564743391628971,0.8571815344012375,0.03204858306043015,0.864489621833886,0.8747210808935251,0.9027158738120296
Austria,2021-04-22,0.8460051621438135,0.8331179235007825,0.8012436299149546,0.853196194581988,0.853487797994195,0.032054510266823655,0.861092519551915,0.871505862916174,0.900024151827366
Austria,2021-04-23,0.84295416807111,0.8303453718898499,0.797957903019468,0.8506355117950255,0.851153075489927,0.032598139487693356,0.857435280543309,0.8686416638924594,0.89752397118416
Austria,2021-04-24,0.840522996803814,0.828123243735153,0.795217452815357,0.848009571590954,0.848448474538841,0.0330141743336256,0.854897931184392,0.866204733791516,0.895901881640975
Austria,2021-04-25,0.838626023035144,0.8260005523696594,0.7928683284605436,0.8458923002915535,0.846116578394443,0.0334551483656412,0.8530685203954911,0.8639420297912486,0.894659851927327
