country,date,lower_20,lower_50,lower_90,mean,median,sd,upper_20,upper_50,upper_90,location
Austria,2021-01-05,-0.0167774999366847,-0.0199450764753654,-0.0250796328832729,-0.0127875629723235,-0.0148816410297858,0.0112083475479235,-0.0120118759646834,-0.00761240122126032,0.00790544349366926,AT
Austria,2021-01-06,-0.0173808437384343,-0.0204938964672678,-0.02528902852020485,-0.01345138067275745,-0.015246434570867901,0.0110391213856545,-0.01286286312470785,-0.00831390720734881,0.00776282731033677,AT
Austria,2021-01-07,-0.0179071394482882,-0.0209496490086773,-0.0253828966383676,-0.0140765009731286,-0.0160414294272468,0.0107379433086651,-0.0142082884817434,-0.00913676983986544,0.00532952359695802,AT
Austria,2021-01-08,-0.018685047624475648,-0.021600419441532952,-0.02556370902481385,-0.0150773983451448,-0.0169685761525268,0.0103680981547353,-0.015121246845394,-0.01013478659070365,0.0040806919872406,AT
Austria,2021-01-09,-0.0196436027122638,-0.0223597035662213,-0.0259605769016344,-0.0158168631534091,-0.0178830053449311,0.00994656860244543,-0.0160283512087909,-0.0112052204131759,0.00256023978404136,AT
Austria,2021-01-10,-0.0205667101147433,-0.0225963827648657,-0.0263347812403017,-0.0166122901485655,-0.018815118285657,0.00951230970638211,-0.0167000387612322,-0.0123453590398309,0.00117324956170678,AT
Austria,2021-01-11,-0.0211009211405991,-0.02300438725856395,-0.027061405559224448,-0.01746527255487055,-0.0196176296767495,0.009074021034796664,-0.0177847342010112,-0.01350018060971495,-0.00129262717937693,AT
Austria,2021-01-12,-0.021508931740818,-0.0232904279411091,-0.0282580302289871,-0.0183764315279369,-0.0203435365402088,0.00854064913800615,-0.0186489317293706,-0.0148269210828042,-0.00335598785073334,AT
Austria,2021-01-13,-0.022127065907008053,-0.02350108416021925,-0.030465687511883,-0.01992821056427415,-0.0210084985831367,0.00828675590634889,-0.01958241760894515,-0.01641173936382325,-0.00668280807089343,AT
Austria,2021-01-14,-0.0224423749303156,-0.0241756823446993,-0.0325964640765738,-0.0209521855822725,-0.0216369662121454,0.0080356270657106,-0.0205521609087227,-0.0176685145184883,-0.00948470034579464,AT
Austria,2021-01-15,-0.0228683377865239,-0.0262816909688108,-0.0343306056231031,-0.0216406402868954,-0.0220389444391378,0.00780000014117686,-0.0212864685914978,-0.0188466789685165,-0.0110402759319915,AT
Austria,2021-01-16,-0.024933908287135,-0.0284071033559948,-0.0366498947839291,-0.0232086832099761,-0.022747023037317,0.00765004370219789,-0.0215894381477605,-0.02006596854522,-0.0128189448515961,AT
Austria,2021-01-17,-0.0268052984091627,-0.0297525831403902,-0.0389946141990643,-0.0252634991721628,-0.0246596676807991,0.0078386011981446,-0.0229299127624305,-0.0206786139932723,-0.0142774685454913,AT
Austria,2021-01-18,-0.0283587838312981,-0.0312753513989809,-0.0405948214787383,-0.0269806644769577,-0.0266149167546322,0.0079410955727164,-0.0246795203234289,-0.0215735971830829,-0.0156795337740518,AT
Austria,2021-01-19,-0.029566055660115602,-0.0331798775789377,-0.04214363806332845,-0.02838455301914555,-0.02795707758930755,0.007923134093518344,-0.0261596835186078,-0.0230644147864544,-0.016932972421953248,AT
Austria,2021-01-20,-0.0312458646352059,-0.0345954159672559,-0.0441329055216618,-0.0298988777349406,-0.0291262921076534,0.00805279431345172,-0.0274112159486281,-0.0246467518493554,-0.0179888037797677,AT
Austria,2021-01-21,-0.0323854518019692,-0.03601475109711185,-0.04607812023139095,-0.0311606068161603,-0.0304984444974802,0.008355515430548445,-0.028575661692389648,-0.02568831771657605,-0.01874575150499285,AT
Austria,2021-01-22,-0.0335887238138964,-0.036877773822439,-0.0476604804979639,-0.0323294036425655,-0.0314495828181032,0.00848923438298619,-0.0297995194405165,-0.0266439168798264,-0.0199816589498864,AT
Austria,2021-01-23,-0.03446654361681075,-0.038035158657845305,-0.0485457458024271,-0.03327368269697775,-0.03250399680346485,0.008408343550767845,-0.03064839873910525,-0.02751229187348045,-0.020996179823071,AT
Austria,2021-01-24,-0.0353461683321694,-0.039191697103366,-0.0491053894625015,-0.0338136704114483,-0.0332387139437714,0.00859193267865645,-0.0314270471608619,-0.0282982779020746,-0.0218135739866473,AT
Austria,2021-01-25,-0.0360328931678112,-0.0398480388925808,-0.049818143814281596,-0.0346009841791593,-0.0338622576611037,0.008671293708057365,-0.03182518647028605,-0.0288956036999823,-0.02223181805324935,AT
Austria,2021-01-26,-0.0362928311452829,-0.040036453978780945,-0.05045756815201515,-0.03498432043092985,-0.03421132078744875,0.00868440836099334,-0.0321404101832385,-0.02899710236038435,-0.02252866550247445,AT
Austria,2021-01-27,-0.0364710124617762,-0.0397840551635161,-0.0506090956349916,-0.0351083229128602,-0.0345447538699653,0.0087002946076832,-0.0324312093168562,-0.0290968158465873,-0.022602611306595,AT
Austria,2021-01-28,-0.03620996178354475,-0.0395918433745246,-0.04956556637739945,-0.03479624001496525,-0.0342770926669334,0.008714338455008555,-0.0324836660187027,-0.02924527133416915,-0.022516579031461252,AT
Austria,2021-01-29,-0.035845310726518,-0.039293102299118,-0.0492260967966838,-0.0342837892290517,-0.0339457685104858,0.0087429900844766,-0.0320968121129675,-0.028971983738007,-0.0222633095377981,AT
Austria,2021-01-30,-0.0354342477119924,-0.03885955428139755,-0.049112741104284596,-0.0340862742715624,-0.03349650685495695,0.008620063645760269,-0.031422980646859944,-0.028426925951755853,-0.02172289654307925,AT
Austria,2021-01-31,-0.0347528012488754,-0.0382693670858935,-0.0477276260935186,-0.0331394616613495,-0.0329886461962656,0.00852839356446469,-0.0309159589566736,-0.0277726052534343,-0.0209936417965152,AT
Austria,2021-02-01,-0.03379068273244175,-0.03750911632895575,-0.04729802732540015,-0.032462288740380055,-0.031911902047716795,0.008436888766958405,-0.0300836302698284,-0.02712641910545715,-0.0202842700981676,AT
Austria,2021-02-02,-0.0328830868393862,-0.0365225289892109,-0.0469989914954499,-0.0313066713935879,-0.0310834370623234,0.00831755808272863,-0.0292689010812544,-0.0263294404233526,-0.0192390125806117,AT
Austria,2021-02-03,-0.03186894740904195,-0.0355772712187042,-0.0459753700723532,-0.030354217886123,-0.03001975493957775,0.00827825809231566,-0.0282212806372893,-0.0254124813169513,-0.0183794406993193,AT
Austria,2021-02-04,-0.0307364676981357,-0.0345650684091674,-0.0445593375161512,-0.0293900935559768,-0.0288306446892075,0.00816341573974736,-0.0271085189835176,-0.0243292813200393,-0.0173634142105078,AT
Austria,2021-02-05,-0.0297861129733458,-0.033442862167008106,-0.042865223729912846,-0.0284351714415086,-0.027911669783141052,0.008102224412124964,-0.026134067020261102,-0.023268365047588953,-0.016177375800058652,AT
Austria,2021-02-06,-0.0286587557237117,-0.0321610105044494,-0.0417257118578082,-0.0272334067646488,-0.0267009013296679,0.00812712918049668,-0.024874008026926,-0.0220269168479759,-0.0146832736563948,AT
Austria,2021-02-07,-0.0271318984013516,-0.030471934927432998,-0.0399004181398318,-0.0256684593406551,-0.02534916674865275,0.008192151210823945,-0.02357248011808925,-0.0207511575197157,-0.01315293463010725,AT
Austria,2021-02-08,-0.0255648411244828,-0.0289057863234616,-0.038101486323627,-0.024205398809288,-0.0237036305332788,0.00822552602624627,-0.022271013490506,-0.0192810893204455,-0.0114934095080513,AT
Austria,2021-02-09,-0.024151089605871548,-0.02730175038395645,-0.0367142416244143,-0.022833478240140148,-0.0226357912113595,0.00830104584226375,-0.02078914847202725,-0.0177971425214068,-0.00977842386478525,AT
Austria,2021-02-10,-0.0232742580396446,-0.0257622216068046,-0.03474359612390571,-0.0210191013521919,-0.02112840167507265,0.00835254958678278,-0.018996539961098298,-0.01614022381137805,-0.008158118313469125,AT
Austria,2021-02-11,-0.0214267150770722,-0.0245140984832311,-0.0331155115595463,-0.0192097493981806,-0.0192766710493695,0.00838804789988462,-0.0173283215348343,-0.0145026290830195,-0.00581316881681308,AT
Austria,2021-02-12,-0.01953433473984855,-0.02298015478667465,-0.031523606797573295,-0.017224118675026552,-0.017275262527623847,0.00838260758893848,-0.01556901387244315,-0.01279189864663695,-0.003994430941805269,AT
Austria,2021-02-13,-0.0174513670570453,-0.0214081532471606,-0.0298425421579628,-0.0153803671079181,-0.0153813408745777,0.00839967367279858,-0.013752365403972,-0.0110535366041926,-0.00224301755575804,AT
Austria,2021-02-14,-0.01540925678165405,-0.0192316538040349,-0.0278660681042399,-0.013508814409976849,-0.0135472569535658,0.00841855189174643,-0.01196222817880575,-0.00915149503868279,1.0820951284691402e-5,AT
Austria,2021-02-15,-0.0135385735211823,-0.0170751458941556,-0.0264350016148649,-0.0115433668410303,-0.0117225593563639,0.00853606294367397,-0.0101121405248262,-0.00730092658765011,0.00186020448460454,AT
Austria,2021-02-16,-0.01162542897217415,-0.01522720929198755,-0.02453281722392445,-0.009665206939135529,-0.009853836337389999,0.008612758349742225,-0.00828134117911039,-0.005445166934433365,0.0039283826335857145,AT
Austria,2021-02-17,-0.00973646573699641,-0.0131528911897292,-0.0228911498197563,-0.00773933038889692,-0.00803965006139604,0.00862434253349958,-0.00643772386245079,-0.00344669048654474,0.00594655098030018,AT
Austria,2021-02-18,-0.00778668893219262,-0.010967400605917,-0.0208019260241688,-0.00581436332234559,-0.0061845818070088,0.0086482057133555,-0.00457004875283876,-0.0014542968683387,0.00769796761947986,AT
Austria,2021-02-19,-0.0059143456851759296,-0.00896768649806524,-0.018851243861177598,-0.003925988446966815,-0.00438802258828539,0.00874576395437335,-0.00262141158323366,5.55021792976705e-4,0.0099222392684675809,AT
Austria,2021-02-20,-0.00416408434374383,-0.00699391381560578,-0.0165732357364822,-0.00205981224674708,-0.00249531096518432,0.0089325184631461,-7.8847522537356e-4,0.00255209421444577,0.0119719598126348,AT
Austria,2021-02-21,-0.002337253713381745,-0.0052429967600865855,-0.01450220308427135,-1.3402290194261502e-4,-5.74177991497425e-4,0.008884157874998515,0.00112547305766591,0.004638349776154465,0.0139211339394654,AT
Austria,2021-02-22,-4.1309531203929e-4,-0.00345597544536902,-0.0123589128805901,0.00173081758491569,0.00129758279807843,0.00901875293759374,0.00311004639199437,0.00646376656772235,0.0160119702335145,AT
Austria,2021-02-23,0.0013572608419663299,-0.00163003425925593,-0.010515594402733,0.00364520372296349,0.003223993283340885,0.009039488980313475,0.004952743117850645,0.008282588467838805,0.01812316339783435,AT
Austria,2021-02-24,0.0031297888313692,2.8872698623532e-4,-0.00882314757594829,0.005450499275127,0.0049662338723495,0.00898281700661042,0.00688160648440614,0.01007601596221,0.0203999812434779,AT
Austria,2021-02-25,0.0049156271849871355,0.002036254723674935,-0.006597226951461565,0.00708161917678158,0.006694749751617756,0.009018007480882929,0.008725640555888575,0.0120027634376095,0.021853298378224098,AT
Austria,2021-02-26,0.0064923036147833,0.00357392724842336,-0.00500580140665121,0.00880488108830766,0.0084303206462635,0.00904638112826727,0.0105099581004911,0.0137640874826748,0.0239288401162231,AT
Austria,2021-02-27,0.00817011198234343,0.00514595037197207,-0.003190282215969,0.0104428599094644,0.01006574341846,0.0090905186495136,0.0121825327367117,0.0154640222498216,0.0254319168373283,AT
Austria,2021-02-28,0.00977212904240492,0.00653785693773505,-0.00161407797796496,0.0119297625431001,0.0116239691522041,0.00911863443328369,0.0135951110185448,0.0171147424534835,0.026534579210317,AT
Austria,2021-03-01,0.011294053620211249,0.007932758444075315,-2.02288160672935e-4,0.013722082422682,0.013401852421896801,0.00916357010054216,0.015383616079459799,0.01882142329710755,0.02828557810097575,AT
Austria,2021-03-02,0.0125056507357183,0.00916488568497427,7.1915644765958e-4,0.0150441634995655,0.014623712439682,0.00922175544686236,0.0168074139273562,0.0201328332736863,0.0294517397121655,AT
Austria,2021-03-03,0.01354829071011145,0.0101297572334217,0.0017114063236188552,0.01619751107946495,0.01572968113172525,0.00922314734758677,0.0180609387211268,0.02144416296420475,0.0307290838265114,AT
Austria,2021-03-04,0.014577265891816,0.0110714596358243,0.00248885382049854,0.0172336319866655,0.0164558620294908,0.00915646903129389,0.0191016257936805,0.0226202390308187,0.0313828806210632,AT
Austria,2021-03-05,0.01541336502682085,0.011941966907409299,0.003434393646682485,0.0180836981681261,0.01742625392617425,0.009106001176867235,0.01988116209211745,0.023618047186711753,0.032794299038231556,AT
Austria,2021-03-06,0.016080119391123353,0.0123341157602494,0.00434731938817218,0.018981123646772,0.0181251913215568,0.009038601003767226,0.0206946961571639,0.0242785421342529,0.0334260912199728,AT
Austria,2021-03-07,0.01647414136624065,0.013082272948481851,0.005051557031178849,0.01970808188674735,0.0189317440771911,0.008907745639289234,0.02137170980059855,0.02494883266722945,0.0341631246166144,AT
Austria,2021-03-08,0.01725745304185615,0.013448842565644901,0.005506540872700935,0.0201172029268805,0.0192765421270628,0.008784642026815104,0.02173743064655195,0.02561734974120275,0.0348031066471362,AT
Austria,2021-03-09,0.0173838516357886,0.0140528966760705,0.00603560008288965,0.0202023096790168,0.0196879203489456,0.00874512921406012,0.0222041464890637,0.0260120688408673,0.0351644361616065,AT
Austria,2021-03-10,0.0180263788058677,0.01447094080464435,0.00638909385400836,0.0203618416630039,0.0200851304468672,0.008704277452713585,0.02250455030443245,0.02602654392609155,0.0347691125954559,AT
Austria,2021-03-11,0.0184717169296448,0.0150489260116355,0.00694892778920827,0.0207083532711448,0.0203485914675877,0.00868985581227543,0.0228939810629051,0.0265007542690474,0.0350669824179129,AT
Austria,2021-03-12,0.0184973791586562,0.0151276479227749,0.007132276907013145,0.021024616243397652,0.02056273412708355,0.00867943750627157,0.02288025473329025,0.026461972204744402,0.0350109703579464,AT
Austria,2021-03-13,0.0186901033909544,0.01519368126521595,0.0075299567779874045,0.021513670819578397,0.020877562224103002,0.008650183657495064,0.023140963842854897,0.02680473728494685,0.035054946185989797,AT
Austria,2021-03-14,0.01874250919874585,0.015487662503847099,0.007383673183306695,0.0215794145969743,0.021061237903833997,0.00862908590546564,0.0234095702699154,0.026935307211898248,0.034790554228466,AT
Austria,2021-03-15,0.0186686444353798,0.0154423117823203,0.00721681089585459,0.0212367389741973,0.0209286377380702,0.00865396330007633,0.0234198486202866,0.0268073849421405,0.034691126607425,AT
Austria,2021-03-16,0.01857174830448225,0.015152660402107599,0.00725864931555085,0.021134359444968852,0.0206921968540314,0.008592322201238185,0.0230169139609938,0.0266018754575984,0.034612566472753,AT
Austria,2021-03-17,0.0182500953728063,0.0149604340807357,0.00704260404732202,0.0209246008093634,0.0204510426041897,0.00858796482158934,0.0225983762765064,0.0262566048551765,0.0344503176335917,AT
Austria,2021-03-18,0.01814844637369045,0.0147769610727788,0.006894225845591335,0.020776041824774952,0.02031864914670535,0.008502689266262936,0.022533739690780652,0.02592436729756335,0.034308784748071294,AT
Austria,2021-03-19,0.018018414479773,0.0145041723585326,0.00664340978805225,0.0205043380097246,0.0199731200305263,0.00848516302444691,0.0220545588382019,0.0254242249617902,0.0342525842011858,AT
Austria,2021-03-20,0.0176417212194645,0.0142453925971403,0.00642866112133502,0.0200663784176807,0.0194862127640514,0.00847468763651579,0.0216772157796427,0.0248899865916179,0.0339100043814855,AT
Austria,2021-03-21,0.0169711273274954,0.0137661663653813,0.00618455136004985,0.0194566207795041,0.0190693516340214,0.00847883457649778,0.0209880884807139,0.0241694371333412,0.033582707107586,AT
Austria,2021-03-22,0.01631010974532,0.0130758190886165,0.00564474103844106,0.0186395935540388,0.0183317136167993,0.00854086995338764,0.0201559561931847,0.0233176879692152,0.0333961413480565,AT
Austria,2021-03-23,0.0153496474049732,0.012223736679854,0.00494903251448926,0.0176907981899592,0.0172509984795422,0.00860547625196501,0.0191174271176269,0.0224274978924359,0.0323239854010976,AT
Austria,2021-03-24,0.0141716439582585,0.0110559018588775,0.00388355812209875,0.0165622245798305,0.0159935686886304,0.00865184197028581,0.0178616086114176,0.0214817535590204,0.0313032063095248,AT
Austria,2021-03-25,0.0127636863716188,0.00972471617312467,0.00260605123519073,0.0152590794333464,0.014557368522412,0.00873414879124312,0.0165687317542076,0.0201453525284693,0.0300624731755191,AT
Austria,2021-03-26,0.0111739736105885,0.00817555185866637,0.00104839999039316,0.0137711915753451,0.0130597942117024,0.0088183492977833,0.0149794584954659,0.0185777230645636,0.0287089241724595,AT
Austria,2021-03-27,0.009406904229320535,0.0064270867462953,-6.5555742077205e-4,0.011991624134699098,0.01133592233599565,0.00883246986406271,0.01326866321949475,0.01680344024429425,0.02713580728371605,AT
Austria,2021-03-28,0.00752315985152246,0.00448935049341369,-0.00256372157051907,0.0100459547422552,0.00944024945904164,0.00889685258394922,0.0113559408497491,0.0147926290379167,0.0250822934270707,AT
Austria,2021-03-29,0.005430458894170015,0.002376224063297425,-0.004752705513521755,0.00790693290914838,0.007203592424443235,0.00889382750671779,0.00921670536041385,0.012601587595898849,0.0229264080239339,AT
Austria,2021-03-30,0.00312935780486651,9.70234911441448e-5,-0.00708563501185088,0.00562532855990962,0.00499357125563239,0.00892764474555969,0.0068502373280096,0.0103110883777694,0.0204859179820621,AT
Austria,2021-03-31,7.70124925648215e-4,-0.002218851683426525,-0.009493974925293394,0.00316699092233393,0.00261567126382126,0.008882368639710224,0.0044270169457113605,0.007829271898857505,0.017776891464376,AT
Austria,2021-04-01,-0.00162269275616357,-0.00469124430522507,-0.0120427052691216,5.8161906335703e-4,1.4004291514523e-4,0.00856797059290851,0.00188724756080185,0.00519389623230124,0.0147196727029052,AT
