country,date,lower_20,lower_50,lower_90,mean,median,sd,upper_20,upper_50,upper_90,location
Germany,2021-02-02,-0.0380091882450775,-0.0404381612829782,-0.0469301124745738,-0.0366129518580235,-0.0366677414232403,0.00622652808771868,-0.0350753128507824,-0.0326364369496903,-0.0267563818758807,DE
Germany,2021-02-03,-0.0381351824894526,-0.0405668546778616,-0.04708648862803155,-0.03681433901430245,-0.036786189215351345,0.006273578303501415,-0.035256836225490945,-0.03285443005684455,-0.02682358741731005,DE
Germany,2021-02-04,-0.0381722133994743,-0.0408410168399528,-0.0472199218736668,-0.0369537049711537,-0.0368938921117873,0.00628113788260873,-0.035417929624745,-0.0330959570252041,-0.0268948676549259,DE
Germany,2021-02-05,-0.03839174749782685,-0.0408855443985453,-0.047326433225390804,-0.036991817654224504,-0.036942222678258946,0.006329293707130125,-0.035472529827969654,-0.03311960569316795,-0.026809404109543848,DE
Germany,2021-02-06,-0.0384470913974337,-0.0408153268910346,-0.0471920701450993,-0.0369387835671413,-0.0369781813070959,0.00633431164849892,-0.0355099323494649,-0.0331306740305429,-0.0266973290646094,DE
Germany,2021-02-07,-0.03825702665314995,-0.040676875379692556,-0.047212960506201496,-0.036882187851919046,-0.036856757299681,0.006327370473680065,-0.03545892643153315,-0.03308598865951205,-0.02658894750081625,DE
Germany,2021-02-08,-0.0381042047224442,-0.0404907046024203,-0.0470671936385287,-0.0367248091329781,-0.0367347688350105,0.00634206797804354,-0.0353133400004005,-0.0329055631843074,-0.0263242444270572,DE
Germany,2021-02-09,-0.03783115312531915,-0.040333142664796554,-0.04692899106641635,-0.0364899496205238,-0.0364665794943292,0.006356842093269276,-0.035064627902932896,-0.032646903319895504,-0.02618713647042825,DE
Germany,2021-02-10,-0.0374841293649752,-0.0400681374238407,-0.046641992627190404,-0.03610594625008445,-0.0360764070007358,0.006420524414962251,-0.03468574161303245,-0.032226372208857004,-0.02584550475800555,DE
Germany,2021-02-11,-0.037149844881478,-0.0397764705612373,-0.0463693901555477,-0.0357269922960384,-0.0356928857547925,0.00647618518737342,-0.0342743493119759,-0.0318814971225831,-0.0254882111630993,DE
Germany,2021-02-12,-0.0368238880766546,-0.0393440325022933,-0.04599666725764745,-0.035396041819934304,-0.035381494851820045,0.006614414017541475,-0.03394192871667795,-0.0315245428126958,-0.02516209490168455,DE
Germany,2021-02-13,-0.036420175588938,-0.038948817653066,-0.0455726479476002,-0.0349669309187554,-0.0349618272389659,0.00682730429809203,-0.0335271922552806,-0.0310775208051575,-0.0247199842436884,DE
Germany,2021-02-14,-0.036161387752836546,-0.038603830863735505,-0.04512141535262555,-0.0345062494256523,-0.03464397370595905,0.006897609975168036,-0.03310841962907515,-0.0305818870924237,-0.024114317181331002,DE
Germany,2021-02-15,-0.0358148690098902,-0.0382441560930947,-0.0446755118588113,-0.034029956701993,-0.0342316247564675,0.00694687484235179,-0.0326125853402619,-0.0300254084984805,-0.0234095415932815,DE
Germany,2021-02-16,-0.0353165166275108,-0.0378558778040876,-0.0442127516219261,-0.03355288179873515,-0.03371740744488455,0.007071816855434655,-0.032115754721203954,-0.0294826728581546,-0.0225860063622995,DE
Germany,2021-02-17,-0.034862845741658,-0.0373869613502113,-0.0437674813487221,-0.0329655269317445,-0.0331771915011892,0.00729856435761788,-0.031649414559933003,-0.0288614115585,-0.0218416460113778,DE
Germany,2021-02-18,-0.0343211846913018,-0.0368687857854506,-0.0432439242431259,-0.032374382713064,-0.0326085103665688,0.00745790882670177,-0.0310007693007853,-0.02814812349793,-0.0210152629184412,DE
Germany,2021-02-19,-0.033677493942394304,-0.0362433334238908,-0.04249849068293375,-0.0317943884020401,-0.03200805236009055,0.0075299956330358506,-0.03045979701499715,-0.027539513789772,-0.0202544557052802,DE
Germany,2021-02-20,-0.0331489328098114,-0.0357385102369748,-0.0421536454219978,-0.0312857925343358,-0.031490774250155,0.0075711767928586,-0.0298925180120588,-0.0268801136300662,-0.0192274414528318,DE
Germany,2021-02-21,-0.032497175037057846,-0.034962090891122705,-0.04155385188440325,-0.03071077796604825,-0.030917715711922353,0.007810030597605554,-0.0291896785183985,-0.026156515407831697,-0.01825519827503195,DE
Germany,2021-02-22,-0.0317665092422836,-0.0343144521977135,-0.0410090515352709,-0.0300397583455661,-0.030150582057278,0.00798913009051084,-0.028455987033892,-0.0254926660620012,-0.0172493311191572,DE
Germany,2021-02-23,-0.03104272358419215,-0.033531431216827653,-0.040519369691142545,-0.029177791905587648,-0.029490059067511648,0.00805224184340535,-0.02780231351889765,-0.0248196579797209,-0.01652808963291275,DE
Germany,2021-02-24,-0.0301541978466054,-0.0326733971054071,-0.0397549263292403,-0.0284315317664498,-0.0286834127883422,0.00815040416211815,-0.0268928171993365,-0.0239303902837413,-0.0155838087070015,DE
Germany,2021-02-25,-0.029224421862620947,-0.031839588845448547,-0.03901616076617935,-0.02745947625038175,-0.0276616781527251,0.008212801873326545,-0.025994694452036997,-0.02309334946142145,-0.0145906559586697,DE
Germany,2021-02-26,-0.0283310622261493,-0.0310955528625945,-0.0386777407899691,-0.0265460927471088,-0.0266874836438789,0.00829265327062362,-0.0251363457880683,-0.0221629869422224,-0.0133117796932489,DE
Germany,2021-02-27,-0.0273057965397718,-0.0299550190669547,-0.0381853095461963,-0.0255755428241635,-0.0257380441090594,0.00838908332706598,-0.0240905254630956,-0.0212540363899953,-0.0123598182355543,DE
Germany,2021-02-28,-0.0262034305215443,-0.0291815448744746,-0.0372049745927216,-0.0245632051370036,-0.0246849741984488,0.00844639935692898,-0.023032302181323,-0.0201096485751533,-0.0109138377490091,DE
Germany,2021-03-01,-0.0252673379867564,-0.02826742157376655,-0.03664613307454495,-0.02352357192447,-0.02361404889359195,0.008537149698256079,-0.02189704007409995,-0.018954076098608948,-0.009885291200565301,DE
Germany,2021-03-02,-0.0242436170099595,-0.0272931712043461,-0.0356752605306759,-0.0224526898071444,-0.0225094533669657,0.00859689976672885,-0.0205692340064743,-0.0176385243234686,-0.00889392517852004,DE
Germany,2021-03-03,-0.02317476587967545,-0.026151929594957102,-0.03490272876976225,-0.02132031471433815,-0.0212472493842377,0.008765737351850881,-0.0193595705839212,-0.0163347685869296,-0.007461461370114315,DE
Germany,2021-03-04,-0.021837563832709,-0.0250788133465617,-0.0339117672644625,-0.0201417684500205,-0.0200255615477537,0.00882715016800162,-0.0179082131261717,-0.014975265987694,-0.00618909960655926,DE
Germany,2021-03-05,-0.02052927063237655,-0.023826812512988647,-0.032926611685201945,-0.0189071913059843,-0.01855974772031705,0.008925136886690006,-0.01665819627179645,-0.0135353243177691,-0.0049675384549255,DE
Germany,2021-03-06,-0.01908245631367015,-0.02257510462051565,-0.03162407029465525,-0.01763419316759255,-0.01710011301561725,0.009083629800105335,-0.0151586046078367,-0.01201856054388595,-0.00355482530631791,DE
Germany,2021-03-07,-0.0176236495459727,-0.02119796744475905,-0.03085422954328345,-0.015972206002025202,-0.0155896295021021,0.009218749268466025,-0.0135230690110083,-0.01043223962087065,-0.002257956279117945,DE
Germany,2021-03-08,-0.01604772671463795,-0.01974961739378145,-0.02974121578843035,-0.01446527014295585,-0.013979915615102301,0.00934254502456055,-0.01206790151635495,-0.008850557323799305,-6.0311640552597e-4,DE
Germany,2021-03-09,-0.014625553224256,-0.0182928489896038,-0.0288112763170747,-0.0128890384361616,-0.0124335196962583,0.00947409145058266,-0.0104085469006227,-0.00711572886443139,9.6836855725942e-4,DE
Germany,2021-03-10,-0.012849187616988101,-0.01686393819046965,-0.0275097710222248,-0.01124203452104775,-0.010588127410170449,0.009631671928843125,-0.008445617293043235,-0.00515082126538352,0.0029874896603880397,DE
Germany,2021-03-11,-0.0109748459604757,-0.0147350265742759,-0.0259810037454675,-0.00939532753142684,-0.00875309958792273,0.00973633056879696,-0.00641787478737118,-0.00312252144881063,0.00500180935054341,DE
Germany,2021-03-12,-0.00898360045933792,-0.01317752888043765,-0.0243041234113791,-0.007402159679323755,-0.006606654635954615,0.00986325352589728,-0.004208364647610245,-8.3946250098695e-4,0.007403364487265361,DE
Germany,2021-03-13,-0.00668318301038413,-0.0111516090451514,-0.02229503645928705,-0.00519534893160238,-0.004147800569356095,0.009968285879372856,-0.002213961510879385,0.00137671784913695,0.009831047654129735,DE
Germany,2021-03-14,-0.00394541160052505,-0.00856009472348302,-0.01985198417338185,-0.00266717646621713,-0.00174458172978749,0.010078314872996999,3.77404166761965e-4,0.004020427722893525,0.012020631457496399,DE
Germany,2021-03-15,-0.00191068495792807,-0.00594981144907781,-0.0175278087699146,-1.3574423010323e-4,9.1595582168322e-4,0.0100578089486427,0.00294434569117794,0.00652214405099904,0.0143600737562149,DE
Germany,2021-03-16,4.2183086603176496e-4,-0.003735602318602955,-0.01508593313925185,0.00202411723248309,0.002638156850201985,0.010016608341918549,0.00492553560264627,0.008900561565066075,0.01681193553275835,DE
Germany,2021-03-17,0.00269755804754479,-0.00126428268315424,-0.0123316149333125,0.00446967606901479,0.00510342365888969,0.0100108915353254,0.006926184643615,0.0107928623380967,0.0196255482154968,DE
Germany,2021-03-18,0.004698448260731765,0.001413203492761935,-0.00962660142470669,0.006888770507565165,0.007223542956330335,0.009900307592721796,0.00919750340805685,0.012221524811604701,0.02231925469486895,DE
Germany,2021-03-19,0.00685581988609503,0.00381103256074319,-0.00620466280398701,0.00866586631993979,0.00932987790802026,0.00979186105678207,0.0114282943833769,0.0149968478347847,0.025293357507163,DE
Germany,2021-03-20,0.00967376976524107,0.00618349411788695,-0.00199716863418453,0.011588621092756,0.0115793982882911,0.00961447655218473,0.0135444765165366,0.0170420597999145,0.0283308387311682,DE
Germany,2021-03-21,0.0123388505572772,0.00876835316895244,0.00114212141311167,0.0140038103881309,0.0139101578538719,0.00949074040907988,0.0157666018950336,0.0191715112410179,0.0313154014240418,DE
Germany,2021-03-22,0.0149453348923841,0.0115563069641869,0.00374254073161558,0.0167858922027005,0.0167370625079693,0.00947524370613477,0.0185071869072783,0.0218496555753475,0.0346868076065067,DE
Germany,2021-03-23,0.0173966140436476,0.014116978792372,0.00600789620029916,0.0196316403718169,0.0191204917788508,0.00971914481968918,0.0208664338882893,0.0240906115429135,0.037835688643564,DE
Germany,2021-03-24,0.0195177914889781,0.0165015277307891,0.00854458467668794,0.0219701499182171,0.0213745053570661,0.00998778156959296,0.0231197139835363,0.0262511862004715,0.0407959916674972,DE
Germany,2021-03-25,0.0222026756939542,0.0185123518312156,0.010682930936107,0.0243389689766782,0.0241127966567622,0.0103480168890059,0.0261513666211336,0.0291637945473999,0.0440560128289733,DE
Germany,2021-03-26,0.0238708870825132,0.0205002427028611,0.0124725374329572,0.0274136987901151,0.0265673138630573,0.0108159706150218,0.0288944589530509,0.0323574100242472,0.0464691806487051,DE
Germany,2021-03-27,0.0253838865001847,0.0217815084038788,0.0141123452197956,0.029212263344397152,0.027940227182449047,0.01104644748722285,0.030423344015042347,0.03476491342114675,0.04865192259769545,DE
Germany,2021-03-28,0.0260771518809014,0.0226193818650261,0.014982248161975,0.0300826527238991,0.0285948660745296,0.0115387838643225,0.031168250674712,0.035761342185325,0.0499021580599786,DE
Germany,2021-03-29,0.0264484629565385,0.022766710299590348,0.015000331442554249,0.030387434834456398,0.028787219933866202,0.0120666412886202,0.03146584639677025,0.03622545578626485,0.051245346141102155,DE
Germany,2021-03-30,0.0262136081286172,0.0225794885767112,0.0147263272439854,0.0306057400598541,0.0287563923891843,0.0122477898970144,0.0314959017011052,0.0362460856830744,0.0520482502106346,DE
Germany,2021-03-31,0.02581214632561845,0.02202293293936565,0.014104702452678301,0.03007120169794195,0.0284097454213398,0.012248186498099549,0.0312480693699959,0.0359288347095991,0.0520718080656356,DE
Germany,2021-04-01,0.024921774811891,0.021164378831016,0.0133466799367867,0.0290942524488075,0.0274672559059405,0.0120008143877113,0.0302989285248134,0.035524172127758,0.0516434477629774,DE
Germany,2021-04-02,0.02377466803920375,0.019899877483380353,0.012134464511487149,0.027665719903072802,0.0261777470905901,0.011701555983434,0.028855992449124547,0.034078731200483506,0.0501078699876447,DE
Germany,2021-04-03,0.0222516604420775,0.0184582444258391,0.0105928496154116,0.0259705688998796,0.0245349249729719,0.011301492459533,0.0275968961842959,0.0321348373706872,0.0473340921976731,DE
Germany,2021-04-04,0.0203401329406921,0.01668580542272865,0.008654483131024446,0.02401944223838455,0.02275105485023665,0.0107449821926676,0.0254097497736121,0.030103671246448,0.04430845957191415,DE
Germany,2021-04-05,0.0182130981528807,0.0146157647439692,0.00650583147998322,0.0214530274021224,0.0207310575365897,0.0102727476259729,0.0230840820496028,0.0274392671348764,0.0406405979879785,DE
Germany,2021-04-06,0.0157582499372682,0.0123178897772623,0.00398407694035551,0.0185278488117171,0.017990150038008,0.00984294665791897,0.0202529482802805,0.0243852205925476,0.0363961817012487,DE
Germany,2021-04-07,0.0130443329512879,0.00966920330105287,0.0013033473436995,0.0156157442590254,0.0151995208345363,0.00954432913772957,0.017370201113575,0.0212541194953773,0.032066217130787,DE
Germany,2021-04-08,0.0103347172019464,0.0068266127568532,-0.00194045439381958,0.0125559780719745,0.0123593457455722,0.00949012742132074,0.0144352248130638,0.0179882107871167,0.0277530598278742,DE
Germany,2021-04-09,0.00740588739768547,0.00394582632540946,-0.00539182030691866,0.00932011635672557,0.00941727072090424,0.009543143044944,0.0113583021589783,0.0148261797810571,0.0240739235530766,DE
Germany,2021-04-10,0.004494946297857065,9.02350400500025e-4,-0.009404321201995455,0.006197067439403655,0.00661579602882174,0.009675302293976675,0.00855996256078911,0.0120207141119682,0.021321115602511848,DE
Germany,2021-04-11,0.00164488341884187,-0.00208125327406895,-0.0133876574719125,0.00303476183189366,0.0036886384158107198,0.00986408658497465,0.00581536110274312,0.0093138405191036,0.0183316601597325,DE
Germany,2021-04-12,-0.00122808488172588,-0.00514883776658695,-0.0173322128696078,1.77380106605175e-5,8.9041872985445e-4,0.0101452650880259,0.00303890620106129,0.00670525409974311,0.016003758854165,DE
Germany,2021-04-13,-0.00407151345315851,-0.00815920394234649,-0.0210785758273991,-0.00282575169813091,-0.00175134399446488,0.0104659441281241,3.421894687218e-4,0.00423163661259334,0.0141581749922263,DE
Germany,2021-04-14,-0.00677423901295459,-0.0110017510309401,-0.024444623681965,-0.005496229620143855,-0.0043969781744896755,0.0107156563819952,-0.00219786693991159,0.002017388723870275,0.01300939498505585,DE
Germany,2021-04-15,-0.00918948345734865,-0.0136787854468427,-0.026757971877105602,-0.007813136782294745,-0.006856653244787475,0.01083972940288445,-0.00406236086597209,0.0010233691732505152,0.0119907549865453,DE
Germany,2021-04-16,-0.0112230602690408,-0.0158871530340272,-0.0291628689289372,-0.0100361580187658,-0.008998968478163685,0.0109402606134005,-0.00601382379306995,-6.95709986623195e-4,0.0110075280514133,DE
Germany,2021-04-17,-0.0134675446519887,-0.0182451189561295,-0.0310262862740434,-0.0112331108401554,-0.0107094458460949,0.0107626323808075,-0.00791979064483923,-0.00124911295980783,0.00976936369321397,DE
Germany,2021-04-18,-0.01512902916316195,-0.019913948618909348,-0.0323997130784058,-0.0135078010298516,-0.01234877477213225,0.010526625260315201,-0.00955579324647414,-0.00288216056266794,0.009185832605527366,DE
Germany,2021-04-19,-0.016462103761515,-0.0213943030050468,-0.0336467756703023,-0.0142353285599662,-0.0140569238051511,0.0103348879291322,-0.0114401836900832,-0.00451888060443888,0.00818275064557592,DE
Germany,2021-04-20,-0.018214137692442,-0.023043031956844998,-0.034867592861345095,-0.01660621466500535,-0.0156197469791125,0.0102415803320504,-0.01311646231131495,-0.00602243129115511,0.0068431060748221,DE
Germany,2021-04-21,-0.01953797518914635,-0.023896299438744252,-0.0360220649560051,-0.01776889767508995,-0.01695254505306565,0.010089671136500701,-0.0142398746040454,-0.006840193930875135,0.0053183343944613,DE
Germany,2021-04-22,-0.020707289991970697,-0.02490984857474375,-0.036373501118458496,-0.01912017820842045,-0.018171016202980103,0.00995642380973526,-0.0157139245314485,-0.0085932029837888,0.00389205000060849,DE
Germany,2021-04-23,-0.02174426530763955,-0.0258558410306698,-0.03685328234477485,-0.0201077211446597,-0.019180368048115598,0.009813770741255135,-0.01674482115394195,-0.00995535495091499,0.002411681274568605,DE
Germany,2021-04-24,-0.0225033937357185,-0.0265975775094318,-0.0371849501178036,-0.0208123427858686,-0.0200689775746727,0.00968123371343702,-0.0177582052422926,-0.0115057286381601,7.7608409750938e-4,DE
Germany,2021-04-25,-0.023072994411015152,-0.027112604573873753,-0.0374731488830675,-0.02133704096814345,-0.02067445391108095,0.00956422697627837,-0.01836507914402825,-0.01158796667694415,-4.5421095868763506e-4,DE
Germany,2021-04-26,-0.0236104714656279,-0.02751591979160095,-0.037698668560533805,-0.021763984362127453,-0.0214068209223199,0.009514541924049474,-0.01866676411410835,-0.011959801640362651,-0.0017734012817206151,DE
Germany,2021-04-27,-0.0241974501581094,-0.027756098064328903,-0.037774117550013,-0.0220873648981453,-0.02204598680749245,0.00953839190786388,-0.019519194141882648,-0.0119924475170172,-0.003084906398484185,DE
Germany,2021-04-28,-0.024628068991882,-0.02814366700205155,-0.0377533448062929,-0.02239970573308615,-0.022396220760795102,0.009602395450712089,-0.01995675796741845,-0.01260278898016,-0.00420373751260638,DE
Germany,2021-04-29,-0.024930904502423003,-0.0284815867031956,-0.0377144753739255,-0.0225283995071053,-0.022768776003742802,0.00960812499339722,-0.02027221989647765,-0.01366298276695815,-0.00550605844915482,DE
Germany,2021-04-30,-0.025227007405141298,-0.02873495994103125,-0.0377724668246065,-0.0225341951338766,-0.02296801775037385,0.00970160096062307,-0.0202180740811966,-0.0150724957037917,-0.00617758590225208,DE
Germany,2021-05-01,-0.025521040010096,-0.0289294874653132,-0.0378748948000295,-0.0225641075126814,-0.0230540885858419,0.00969358430183505,-0.0202155342950389,-0.0155947855055,-0.00708218056124798,DE
Germany,2021-05-02,-0.0256890250068086,-0.02924519157356665,-0.0380843496134681,-0.022533914822334647,-0.023160825403640298,0.0098099688693602,-0.020247260314068552,-0.01573464086165645,-0.00705913913938938,DE
Germany,2021-05-03,-0.026021253863576302,-0.0295838973599205,-0.03834673243286095,-0.023139584876458202,-0.0236688790873997,0.00976968446326432,-0.0205671881129755,-0.01653624878647095,-0.0071820630886709844,DE
Germany,2021-05-04,-0.0262830442961706,-0.029902485664563,-0.038499699549156,-0.0234511881496303,-0.0239456687349046,0.00981128184540337,-0.0210299873739463,-0.0175452691662436,-0.00751158162259423,DE
Germany,2021-05-05,-0.0265931966456755,-0.0301522219618961,-0.0388149764264377,-0.0237470119608366,-0.0241316193391024,0.00981833023565076,-0.0217171431682499,-0.0183765997247572,-0.00735943972611029,DE
Germany,2021-05-06,-0.0269972960803136,-0.0305519940476361,-0.0390260134270074,-0.0242863243149854,-0.0246103092202233,0.00987371653849082,-0.0222682214951389,-0.0188839215532631,-0.00760381065828605,DE
Germany,2021-05-07,-0.0272977884961199,-0.0309011195648441,-0.039569612248181,-0.0248060347498095,-0.02500769463663,0.00991791970377533,-0.0231345244825557,-0.0193689923615708,-0.00806571687939081,DE
Germany,2021-05-08,-0.0279215422896224,-0.031375477307320904,-0.04011506156705015,-0.0256328638689357,-0.025764648448509453,0.00990438232674931,-0.0237672036709192,-0.02016016497597865,-0.008600598005069276,DE
Germany,2021-05-09,-0.0285500313922932,-0.0319738200731394,-0.0405619273251199,-0.0263748687540316,-0.0265975276616885,0.00990775932935434,-0.024593499283425,-0.0208588171754696,-0.00913949151284932,DE
Germany,2021-05-10,-0.0292354155837835,-0.0327576132139825,-0.041251206478817,-0.0273602664401887,-0.0274617921434906,0.00997585514830166,-0.0255803171419729,-0.0214700410063131,-0.009850950288036,DE
Germany,2021-05-11,-0.0300894135169809,-0.0335492208082393,-0.0420618357062363,-0.0283527738914422,-0.0283831496347939,0.0100289974838272,-0.0265572625966123,-0.0218118918753386,-0.010039063999441,DE
Germany,2021-05-12,-0.03100567963937825,-0.03425522947722545,-0.042915906790938596,-0.02928542137053615,-0.0292828593519843,0.0100809418259909,-0.027467510301171,-0.02230454500716625,-0.011080066896021201,DE
Germany,2021-05-13,-0.0319743994842248,-0.0350770110725889,-0.04345023605510815,-0.0302367939693064,-0.030201379852134398,0.0101157226591627,-0.02846961364147315,-0.0231873436842851,-0.01172696346781175,DE
Germany,2021-05-14,-0.03287994433769645,-0.03593368902892595,-0.0444906280204429,-0.031063520155863347,-0.03107360059648535,0.01021977496462045,-0.0293466348458515,-0.0249380002310174,-0.012568044240091149,DE
Germany,2021-05-15,-0.0337385450991369,-0.0367150923527942,-0.0455445535808655,-0.0319390102217162,-0.0319838375107181,0.0100691371339776,-0.030276220326909,-0.027306159040649602,-0.013492893951311,DE
Germany,2021-05-16,-0.0345518888995717,-0.037568458649290745,-0.0466688583699504,-0.032682891396796046,-0.032764946145775,0.0100551914665136,-0.0310803592427306,-0.028197972952416647,-0.0164975783929311,DE
Germany,2021-05-17,-0.0353534553793965,-0.0385209757025763,-0.047939749922361094,-0.03345149352761995,-0.03364626134998765,0.010122352854441099,-0.031917656875794745,-0.02887981294919545,-0.01746157952941215,DE
Germany,2021-05-18,-0.03615080117027375,-0.0394835894687523,-0.04922676217570325,-0.0342151133738043,-0.03453817971848245,0.010189926801073449,-0.0327471931741398,-0.0297352147118729,-0.0199190095114954,DE
Germany,2021-05-19,-0.0369510523634651,-0.0403155600567024,-0.049754731852407,-0.0350293504079707,-0.0353630468807063,0.0100657670360697,-0.0335056219161273,-0.030625048606924,-0.0222001643030179,DE
Germany,2021-05-20,-0.037765811617818,-0.0413034124276677,-0.0503650552399297,-0.0358939173343688,-0.0361331099704751,0.00986523983110833,-0.034286421394804,-0.0314195649979451,-0.0234039154867703,DE
Germany,2021-05-21,-0.0385078732844394,-0.0422514060759575,-0.0522662235778492,-0.0367245416354842,-0.0368419349212534,0.00997846432620314,-0.0350381421636067,-0.0323915020089281,-0.0244278137855736,DE
Germany,2021-05-22,-0.0391804393156116,-0.0432219565441251,-0.0527390638040172,-0.0374634350939759,-0.037530811401753,0.010099738788584,-0.0357101850455439,-0.0330016498429989,-0.0248043407457463,DE
Germany,2021-05-23,-0.039866961481329,-0.0442638282574303,-0.0546683818457339,-0.038162244983358,-0.038250211906256,0.00988933097672974,-0.0364253428270571,-0.0336256045262905,-0.0251363679312396,DE
Germany,2021-05-24,-0.04066137219782945,-0.044851336017283444,-0.056346575992899606,-0.0388605706620321,-0.0388854366000625,0.009858859947337255,-0.037151093408612904,-0.0343231838193061,-0.026185980007336948,DE
Germany,2021-05-25,-0.0413369397144648,-0.045409571616469,-0.0568812880495251,-0.0395018316725883,-0.0396223820220932,0.0100159322281598,-0.0377701286109005,-0.0349771486192196,-0.0273070296346073,DE
Germany,2021-05-26,-0.0421094078592905,-0.04607371790646125,-0.0569560983948763,-0.040166411253093295,-0.0402684336278298,0.010146806598017699,-0.03851977652621065,-0.0357102240967747,-0.02761369353958895,DE
Germany,2021-05-27,-0.04289481001532415,-0.0469129210296239,-0.0577436681254766,-0.04090912339548145,-0.040992852113390196,0.01026836344099805,-0.0392153645795176,-0.03651114176534615,-0.0282016427337479,DE
Germany,2021-05-28,-0.043720877392226146,-0.047539687280803905,-0.05890957292600135,-0.0416371719234454,-0.0416702917830746,0.01041732240030295,-0.03993440086923935,-0.03718016324018185,-0.02864269044691685,DE
Germany,2021-05-29,-0.0443653061169011,-0.0483979389049724,-0.0601382501329057,-0.0421650497391666,-0.0423327309012626,0.0100659884484189,-0.0406094818148756,-0.0377762971981556,-0.0293023136386378,DE
Germany,2021-05-30,-0.04504135233633675,-0.04926235539087445,-0.06144630701563665,-0.04278231369614165,-0.042972708600982,0.009313160239887805,-0.04127574803435975,-0.038357481693293144,-0.0300867259493783,DE
Germany,2021-05-31,-0.04565631913108445,-0.05007528817804135,-0.06265992380643451,-0.043623435671846,-0.04360088806973795,0.009187144913141205,-0.0418663098366949,-0.038988934640936404,-0.03072429578795765,DE
Germany,2021-06-01,-0.04638759338314395,-0.050639376191678645,-0.06327039122873425,-0.044523624108319004,-0.04429298359972725,0.009097051710007586,-0.04245661666647535,-0.0395594798560553,-0.0315183206970128,DE
Germany,2021-06-02,-0.0470174811380051,-0.051148023712776,-0.0643633349753281,-0.045140269460413,-0.0449151677201411,0.00926045651219975,-0.0429714615634095,-0.0403184521777074,-0.03231266419235,DE
Germany,2021-06-03,-0.0478878136622086,-0.0516160258528308,-0.0643750241817182,-0.0457653039043984,-0.0453550807940785,0.00916177485302691,-0.0434680214488873,-0.0407421712585364,-0.0328672920367522,DE
Germany,2021-06-04,-0.0483617427365631,-0.0520630252130968,-0.0645363868774695,-0.0463505597332755,-0.0458926819224432,0.00915573294136322,-0.0440074804004463,-0.0411451540567408,-0.0336405786513612,DE
Germany,2021-06-05,-0.04879200719990365,-0.0526135648626221,-0.06466613456641004,-0.046839773479184554,-0.0463319878869771,0.009100169500433455,-0.044325852132667654,-0.0415327758204968,-0.03435519693842615,DE
Germany,2021-06-06,-0.0490896407016892,-0.0528782552842308,-0.0643751407990228,-0.0471918703187438,-0.046834529360608,0.00908007515636987,-0.0447603308288658,-0.0419731585782887,-0.0349395038997839,DE
Germany,2021-06-07,-0.0493856252248501,-0.0533850340911356,-0.0646719558364645,-0.047680288593615,-0.0470881523467021,0.00933982615297176,-0.0451847705243082,-0.0423588846082946,-0.0353318391454462,DE
Germany,2021-06-08,-0.0495337867472066,-0.0538775946612042,-0.06525262037576851,-0.0478794449173591,-0.047380681914567346,0.009325972123465396,-0.045517498450225805,-0.0424404477903119,-0.0357034956489341,DE
Germany,2021-06-09,-0.04959538313592925,-0.05427139939766705,-0.0667007192687139,-0.047836599125958196,-0.0476960361164146,0.009492655059388549,-0.04566402288621295,-0.042545754809781997,-0.0357112650652357,DE
Germany,2021-06-10,-0.04988212990674115,-0.05435542720639335,-0.06722552739090445,-0.04820823893653285,-0.0478060665487817,0.00959788636016049,-0.04574437926287375,-0.0426234572965412,-0.035903706237619695,DE
Germany,2021-06-11,-0.04990085913120265,-0.0544310577888578,-0.06762136076734795,-0.048312428678833105,-0.04779408775581005,0.00962846632380593,-0.045792128618897504,-0.04255583374719875,-0.03578856275230635,DE
Germany,2021-06-12,-0.0499998309236757,-0.0546137592587535,-0.0672578224534083,-0.048248700614756,-0.0475811226090419,0.00968439965969384,-0.045515489343101,-0.0423304089776638,-0.035581637764795,DE
Germany,2021-06-13,-0.05011772633557935,-0.05461025659512095,-0.06786446525157405,-0.0483400705607368,-0.04738029701383345,0.009882728192094056,-0.04507220760305215,-0.0418465197270022,-0.035343676837751206,DE
Germany,2021-06-14,-0.05021378859399505,-0.0549046070717566,-0.0683373146630526,-0.04816541933272085,-0.04714295260586125,0.0100540141862928,-0.04472183077995785,-0.041561296868592,-0.03493400390692265,DE
Germany,2021-06-15,-0.05000049389620355,-0.055430287408950354,-0.06718140634279829,-0.0478336684826018,-0.04710288575360925,0.0101517546703556,-0.0444714117955651,-0.0411522331722767,-0.0344478360814833,DE
Germany,2021-06-16,-0.0501988598636648,-0.0557106959154407,-0.0661223803763679,-0.04746796165414325,-0.04668793269903515,0.010196844941767948,-0.0439600565297171,-0.040662376109957404,-0.03395899078756605,DE
Germany,2021-06-17,-0.0499510027655145,-0.0564211903043517,-0.0673169689100102,-0.0468095604075021,-0.0460572468051689,0.0101335984811457,-0.0433817333683094,-0.0399748070533653,-0.0333120177603376,DE
Germany,2021-06-18,-0.0499510027655145,-0.0568715283481831,-0.0670797731387547,-0.0461940672627372,-0.0455139371511059,0.0102382908388075,-0.0426932360804105,-0.0392083543394382,-0.0327208658614886,DE
Germany,2021-06-19,-0.049424269429192855,-0.05662950960306665,-0.06680675651556164,-0.04521729489514305,-0.044693963629428554,0.010199013011961099,-0.04198825590339185,-0.038428411254458,-0.03194897954404105,DE
