model,target_end_date,scale,rel_wis
UNED-PreCoV2,2022-01-15,log,1.0752668688006295
USC-SIkJalpha,2022-01-15,log,1.4904503993340514
UpgUmibUsi-MultiBayes,2022-01-15,log,0.6460626856814672
epiMOX-SUIHTER,2022-01-15,log,0.54841893396211
epiforecasts-EpiNow2,2022-01-15,log,1.514953638971188
itwm-dSEIR,2022-01-15,log,2.068783411154295
EuroCOVIDhub-baseline,2022-01-15,natural,1.5541107493501933
EuroCOVIDhub-ensemble,2022-01-15,natural,1
FIAS_FZJ-Epi1Ger,2022-01-15,natural,1.9270019545759924
HZI-AgeExtendedSEIR,2022-01-15,natural,0.6595604265987873
ICM-agentModel,2022-01-15,natural,1.5251774604806725
IEM_Health-CovidProject,2022-01-15,natural,2.1632795066626955
ILM-EKF,2022-01-15,natural,1.8881114341855827
ITWW-county_repro,2022-01-15,natural,1.0792689723439879
MIT_CovidAnalytics-DELPHI,2022-01-15,natural,1.101045853475493
MOCOS-agent1,2022-01-15,natural,1.4707801860964314
MUNI-ARIMA,2022-01-15,natural,1.5561206121625344
MUNI-LaggedRegARIMA,2022-01-15,natural,1.4803317301680667
MUNI-VAR,2022-01-15,natural,1.563006321564852
MUNI_DMS-SEIAR,2022-01-15,natural,1.7620490742866797
RobertWalraven-ESG,2022-01-15,natural,1.689100758318179
ULZF-SEIRC19SI,2022-01-15,natural,1.0611720850612532
UMass-MechBayes,2022-01-15,natural,1.3226812481670855
UNED-PreCoV2,2022-01-15,natural,0.990564301443321
USC-SIkJalpha,2022-01-15,natural,1.730934576641528
UpgUmibUsi-MultiBayes,2022-01-15,natural,0.6634271241293737
epiMOX-SUIHTER,2022-01-15,natural,0.5181805937620273
epiforecasts-EpiNow2,2022-01-15,natural,1.7093865176660539
itwm-dSEIR,2022-01-15,natural,1.7880567734477157
EuroCOVIDhub-baseline,2022-01-22,log,1.6283998421018935
EuroCOVIDhub-ensemble,2022-01-22,log,1
FIAS_FZJ-Epi1Ger,2022-01-22,log,2.6341855754595187
HZI-AgeExtendedSEIR,2022-01-22,log,1.2562406103836443
ICM-agentModel,2022-01-22,log,1.8680691769462325
IEM_Health-CovidProject,2022-01-22,log,1.5562676462644733
ILM-EKF,2022-01-22,log,1.5353286013422762
ITWW-county_repro,2022-01-22,log,1.409544930661705
MIT_CovidAnalytics-DELPHI,2022-01-22,log,1.5375858178868684
MOCOS-agent1,2022-01-22,log,1.4448601945315778
MUNI-ARIMA,2022-01-22,log,1.2930018436485506
MUNI-LaggedRegARIMA,2022-01-22,log,1.704337649886774
MUNI-VAR,2022-01-22,log,2.6363616682965962
MUNI_DMS-SEIAR,2022-01-22,log,1.8073781186039013
RobertWalraven-ESG,2022-01-22,log,1.660681127282324
ULZF-SEIRC19SI,2022-01-22,log,1.0934747157054776
UMass-MechBayes,2022-01-22,log,1.3090704825730974
UNED-PreCoV2,2022-01-22,log,1.8468983793102824
USC-SIkJalpha,2022-01-22,log,1.3768670056357595
UpgUmibUsi-MultiBayes,2022-01-22,log,1.7249660004927003
epiMOX-SUIHTER,2022-01-22,log,1.039655991467286
epiforecasts-EpiNow2,2022-01-22,log,1.7309248245682507
itwm-dSEIR,2022-01-22,log,1.50236182266629
prolix-euclidean,2022-01-22,log,1.5710478476971788
EuroCOVIDhub-baseline,2022-01-22,natural,1.7355532566081673
EuroCOVIDhub-ensemble,2022-01-22,natural,1
FIAS_FZJ-Epi1Ger,2022-01-22,natural,3.9490437900937416
HZI-AgeExtendedSEIR,2022-01-22,natural,1.4927873735081638
ICM-agentModel,2022-01-22,natural,1.3916449645057816
IEM_Health-CovidProject,2022-01-22,natural,1.9493324134178793
ILM-EKF,2022-01-22,natural,2.3160503948079696
ITWW-county_repro,2022-01-22,natural,1.4242873514596524
MIT_CovidAnalytics-DELPHI,2022-01-22,natural,1.5911249403698744
MOCOS-agent1,2022-01-22,natural,1.6221449518914361
MUNI-ARIMA,2022-01-22,natural,1.1922207292312497
MUNI-LaggedRegARIMA,2022-01-22,natural,1.2776326663785047
MUNI-VAR,2022-01-22,natural,1.9486274427531498
MUNI_DMS-SEIAR,2022-01-22,natural,2.05971059463516
RobertWalraven-ESG,2022-01-22,natural,1.7134714990407511
ULZF-SEIRC19SI,2022-01-22,natural,1.2212816946395864
UMass-MechBayes,2022-01-22,natural,1.3772853847387578
UNED-PreCoV2,2022-01-22,natural,1.4721373566650209
USC-SIkJalpha,2022-01-22,natural,1.8713809987079741
UpgUmibUsi-MultiBayes,2022-01-22,natural,1.666826751634478
epiMOX-SUIHTER,2022-01-22,natural,1.050759503662704
epiforecasts-EpiNow2,2022-01-22,natural,1.9914653958865265
itwm-dSEIR,2022-01-22,natural,1.8071948714600572
prolix-euclidean,2022-01-22,natural,1.1336453322500426
EuroCOVIDhub-baseline,2022-01-29,log,1.3914493272703374
EuroCOVIDhub-ensemble,2022-01-29,log,1
FIAS_FZJ-Epi1Ger,2022-01-29,log,4.303924429203319
HZI-AgeExtendedSEIR,2022-01-29,log,1.5135331724654268
ICM-agentModel,2022-01-29,log,1.958981883340515
IEM_Health-CovidProject,2022-01-29,log,1.6145271937374037
ILM-EKF,2022-01-29,log,1.8517632457744841
ITWW-county_repro,2022-01-29,log,2.5158996348759706
MIT_CovidAnalytics-DELPHI,2022-01-29,log,1.5911547076341188
MOCOS-agent1,2022-01-29,log,3.0628430721616646
MUNI-ARIMA,2022-01-29,log,1.198388200670528
MUNI_DMS-SEIAR,2022-01-29,log,3.075909187275119
RobertWalraven-ESG,2022-01-29,log,1.2549219357511179
ULZF-SEIRC19SI,2022-01-29,log,1.7679269500050525
UMass-MechBayes,2022-01-29,log,1.4051320488585044
UNED-PreCoV2,2022-01-29,log,3.856385724328537
USC-SIkJalpha,2022-01-29,log,0.9743712270559467
UpgUmibUsi-MultiBayes,2022-01-29,log,1.8183022808473257
epiMOX-SUIHTER,2022-01-29,log,0.7070592576106558
epiforecasts-EpiNow2,2022-01-29,log,2.3623955505391554
itwm-dSEIR,2022-01-29,log,2.427656471906531
prolix-euclidean,2022-01-29,log,1.4165092128630454
EuroCOVIDhub-baseline,2022-01-29,natural,1.2974297875167589
EuroCOVIDhub-ensemble,2022-01-29,natural,1
FIAS_FZJ-Epi1Ger,2022-01-29,natural,7.918726856082751
HZI-AgeExtendedSEIR,2022-01-29,natural,1.6509878803065152
ICM-agentModel,2022-01-29,natural,1.4180645129229996
IEM_Health-CovidProject,2022-01-29,natural,1.8013672384337829
ILM-EKF,2022-01-29,natural,3.2891969978173154
ITWW-county_repro,2022-01-29,natural,2.9419689315371715
MIT_CovidAnalytics-DELPHI,2022-01-29,natural,1.5495984538674692
MOCOS-agent1,2022-01-29,natural,4.159380551104743
MUNI-ARIMA,2022-01-29,natural,1.0879755292903752
MUNI_DMS-SEIAR,2022-01-29,natural,4.5677273655063235
RobertWalraven-ESG,2022-01-29,natural,1.1973076195026977
ULZF-SEIRC19SI,2022-01-29,natural,1.8481853612843975
UMass-MechBayes,2022-01-29,natural,1.5519138823844385
UNED-PreCoV2,2022-01-29,natural,2.8405719658920594
USC-SIkJalpha,2022-01-29,natural,0.9341604955090755
UpgUmibUsi-MultiBayes,2022-01-29,natural,1.7593929064389489
epiMOX-SUIHTER,2022-01-29,natural,0.6828294165745525
epiforecasts-EpiNow2,2022-01-29,natural,3.2194866784348823
itwm-dSEIR,2022-01-29,natural,3.8574170547884457
prolix-euclidean,2022-01-29,natural,0.9068588951014237
EuroCOVIDhub-baseline,2022-02-05,log,0.9012872952294697
EuroCOVIDhub-ensemble,2022-02-05,log,1
FIAS_FZJ-Epi1Ger,2022-02-05,log,4.897440794840729
HZI-AgeExtendedSEIR,2022-02-05,log,1.436754849813691
ICM-agentModel,2022-02-05,log,1.8376385320657518
IEM_Health-CovidProject,2022-02-05,log,1.4701958441819034
ILM-EKF,2022-02-05,log,2.0915155316977443
ITWW-county_repro,2022-02-05,log,3.3031377482630497
MIT_CovidAnalytics-DELPHI,2022-02-05,log,1.2646100539358405
MOCOS-agent1,2022-02-05,log,2.221810654494826
MUNI-ARIMA,2022-02-05,log,1.1021990887621569
MUNI_DMS-SEIAR,2022-02-05,log,1.889654191172234
RobertWalraven-ESG,2022-02-05,log,1.1743629503672222
ULZF-SEIRC19SI,2022-02-05,log,1.2239895525676894
UMass-MechBayes,2022-02-05,log,1.2663231595415592
UNED-PreCoV2,2022-02-05,log,1.4674485234611148
USC-SIkJalpha,2022-02-05,log,1.0701315936283202
UpgUmibUsi-MultiBayes,2022-02-05,log,2.231731812298974
epiMOX-SUIHTER,2022-02-05,log,0.8942324246956865
epiforecasts-EpiNow2,2022-02-05,log,2.517506164304358
itwm-dSEIR,2022-02-05,log,1.800134064426987
prolix-euclidean,2022-02-05,log,1.4688714048775013
EuroCOVIDhub-baseline,2022-02-05,natural,0.7537645136100355
EuroCOVIDhub-ensemble,2022-02-05,natural,1
FIAS_FZJ-Epi1Ger,2022-02-05,natural,10.803300339468672
HZI-AgeExtendedSEIR,2022-02-05,natural,1.5864019335586577
ICM-agentModel,2022-02-05,natural,1.9245334647654992
IEM_Health-CovidProject,2022-02-05,natural,1.726892645469359
ILM-EKF,2022-02-05,natural,3.26433962757418
ITWW-county_repro,2022-02-05,natural,4.688606389233617
MIT_CovidAnalytics-DELPHI,2022-02-05,natural,1.1954580106457362
MOCOS-agent1,2022-02-05,natural,2.8584022260678914
MUNI-ARIMA,2022-02-05,natural,0.9226057274111835
MUNI_DMS-SEIAR,2022-02-05,natural,2.820986263508936
RobertWalraven-ESG,2022-02-05,natural,1.1452968645954982
ULZF-SEIRC19SI,2022-02-05,natural,1.2140693861107572
UMass-MechBayes,2022-02-05,natural,1.5929703733040363
UNED-PreCoV2,2022-02-05,natural,1.2682638222880307
USC-SIkJalpha,2022-02-05,natural,0.9915576603203292
UpgUmibUsi-MultiBayes,2022-02-05,natural,2.2805996646137805
epiMOX-SUIHTER,2022-02-05,natural,0.8679730500876391
epiforecasts-EpiNow2,2022-02-05,natural,4.707950989263216
itwm-dSEIR,2022-02-05,natural,2.4195894087159386
prolix-euclidean,2022-02-05,natural,0.7622295117816354
EuroCOVIDhub-baseline,2022-02-12,log,1.0743086303185883
EuroCOVIDhub-ensemble,2022-02-12,log,1
FIAS_FZJ-Epi1Ger,2022-02-12,log,3.2830796451612887
HZI-AgeExtendedSEIR,2022-02-12,log,0.8309068735305473
ICM-agentModel,2022-02-12,log,0.6101392340309093
IEM_Health-CovidProject,2022-02-12,log,1.446617311960912
ILM-EKF,2022-02-12,log,2.1446650207081324
ITWW-county_repro,2022-02-12,log,2.7547835698754692
MIT_CovidAnalytics-DELPHI,2022-02-12,log,0.8680361848807705
MOCOS-agent1,2022-02-12,log,1.6976181393626204
MUNI-ARIMA,2022-02-12,log,1.4432354120678252
MUNI_DMS-SEIAR,2022-02-12,log,1.126829622628758
RobertWalraven-ESG,2022-02-12,log,1.1984133683157001
SDSC_ISG-TrendModel,2022-02-12,log,1.5577993730354132
ULZF-SEIRC19SI,2022-02-12,log,0.7302141563422926
UMass-MechBayes,2022-02-12,log,1.282401830823001
UNED-PreCoV2,2022-02-12,log,2.339996040676229
USC-SIkJalpha,2022-02-12,log,1.4766614550512058
UpgUmibUsi-MultiBayes,2022-02-12,log,0.1410916318808649
epiMOX-SUIHTER,2022-02-12,log,0.1768634187801433
epiforecasts-EpiNow2,2022-02-12,log,2.98316505784082
itwm-dSEIR,2022-02-12,log,0.9659529175822077
prolix-euclidean,2022-02-12,log,2.0768940794533672
EuroCOVIDhub-baseline,2022-02-12,natural,0.9445413616038896
EuroCOVIDhub-ensemble,2022-02-12,natural,1
FIAS_FZJ-Epi1Ger,2022-02-12,natural,8.929275894816987
HZI-AgeExtendedSEIR,2022-02-12,natural,0.6875677848989101
ICM-agentModel,2022-02-12,natural,0.5303061038933078
IEM_Health-CovidProject,2022-02-12,natural,1.674367663460343
ILM-EKF,2022-02-12,natural,3.3152778534261844
ITWW-county_repro,2022-02-12,natural,4.666912028056575
MIT_CovidAnalytics-DELPHI,2022-02-12,natural,0.7891559506846195
MOCOS-agent1,2022-02-12,natural,2.0812955254773335
MUNI-ARIMA,2022-02-12,natural,1.29966465078646
MUNI_DMS-SEIAR,2022-02-12,natural,1.106004027033709
RobertWalraven-ESG,2022-02-12,natural,1.1825865145281105
SDSC_ISG-TrendModel,2022-02-12,natural,1.5526732718505771
ULZF-SEIRC19SI,2022-02-12,natural,0.6830612013665851
UMass-MechBayes,2022-02-12,natural,1.5231584776247236
UNED-PreCoV2,2022-02-12,natural,2.0010963978618297
USC-SIkJalpha,2022-02-12,natural,1.3088041733581512
UpgUmibUsi-MultiBayes,2022-02-12,natural,0.1406250487614714
epiMOX-SUIHTER,2022-02-12,natural,0.17183185560279435
epiforecasts-EpiNow2,2022-02-12,natural,5.891820670027263
itwm-dSEIR,2022-02-12,natural,1.092291939232371
prolix-euclidean,2022-02-12,natural,1.033600289580615
EuroCOVIDhub-baseline,2022-02-19,log,1.1221902971108124
EuroCOVIDhub-ensemble,2022-02-19,log,1
FIAS_FZJ-Epi1Ger,2022-02-19,log,2.707045850253328
HZI-AgeExtendedSEIR,2022-02-19,log,1.5910623312391068
ICM-agentModel,2022-02-19,log,0.7703337214372631
IEM_Health-CovidProject,2022-02-19,log,1.447571166480062
ILM-EKF,2022-02-19,log,2.4938547645623736
ITWW-county_repro,2022-02-19,log,3.3607855110115583
MIT_CovidAnalytics-DELPHI,2022-02-19,log,0.6956937729814096
MOCOS-agent1,2022-02-19,log,1.3656743520883425
MUNI-ARIMA,2022-02-19,log,1.6494062243413763
MUNI_DMS-SEIAR,2022-02-19,log,4.689210669955723
RobertWalraven-ESG,2022-02-19,log,1.2546987195702066
SDSC_ISG-TrendModel,2022-02-19,log,1.358186452845947
ULZF-SEIRC19SI,2022-02-19,log,0.887348006767938
UMass-MechBayes,2022-02-19,log,1.1736347836440426
UNED-PreCoV2,2022-02-19,log,4.345152062588192
USC-SIkJalpha,2022-02-19,log,1.5737852487832846
UpgUmibUsi-MultiBayes,2022-02-19,log,1.2033673250586305
epiMOX-SUIHTER,2022-02-19,log,0.6430078298376884
epiforecasts-EpiNow2,2022-02-19,log,2.8082551226176817
itwm-dSEIR,2022-02-19,log,1.7035893774518547
prolix-euclidean,2022-02-19,log,2.594143956312536
EuroCOVIDhub-baseline,2022-02-19,natural,0.8896273997851389
EuroCOVIDhub-ensemble,2022-02-19,natural,1
FIAS_FZJ-Epi1Ger,2022-02-19,natural,5.830016714566066
HZI-AgeExtendedSEIR,2022-02-19,natural,1.1564671906156918
ICM-agentModel,2022-02-19,natural,0.8095570876663587
IEM_Health-CovidProject,2022-02-19,natural,1.532215772656585
ILM-EKF,2022-02-19,natural,18.739675933210847
ITWW-county_repro,2022-02-19,natural,7.785949068533151
MIT_CovidAnalytics-DELPHI,2022-02-19,natural,0.5729887466932612
MOCOS-agent1,2022-02-19,natural,1.729590604565326
MUNI-ARIMA,2022-02-19,natural,1.3315857462429719
MUNI_DMS-SEIAR,2022-02-19,natural,3.0885937033445803
RobertWalraven-ESG,2022-02-19,natural,1.080502227003386
SDSC_ISG-TrendModel,2022-02-19,natural,1.2142704617964748
ULZF-SEIRC19SI,2022-02-19,natural,0.7883278206064002
UMass-MechBayes,2022-02-19,natural,1.3882296846544258
UNED-PreCoV2,2022-02-19,natural,3.966966636812761
USC-SIkJalpha,2022-02-19,natural,1.4789441070229337
UpgUmibUsi-MultiBayes,2022-02-19,natural,1.337786290695029
epiMOX-SUIHTER,2022-02-19,natural,0.6799808722324551
epiforecasts-EpiNow2,2022-02-19,natural,5.322692516686075
itwm-dSEIR,2022-02-19,natural,2.2353702487114626
prolix-euclidean,2022-02-19,natural,1.1260879791822576
EuroCOVIDhub-baseline,2022-02-26,log,1.2370341213278837
EuroCOVIDhub-ensemble,2022-02-26,log,1
FIAS_FZJ-Epi1Ger,2022-02-26,log,1.581205147658631
HZI-AgeExtendedSEIR,2022-02-26,log,1.1805289045729792
ICM-agentModel,2022-02-26,log,1.334385499130419
IEM_Health-CovidProject,2022-02-26,log,1.719961407478596
ILM-EKF,2022-02-26,log,2.1862657911563086
ITWW-county_repro,2022-02-26,log,2.705910597172874
MIT_CovidAnalytics-DELPHI,2022-02-26,log,3.370848464366012
MOCOS-agent1,2022-02-26,log,0.7688642732778904
MUNI-ARIMA,2022-02-26,log,1.622010710067477
MUNI_DMS-SEIAR,2022-02-26,log,8.29116754252678
RobertWalraven-ESG,2022-02-26,log,1.226097807882654
SDSC_ISG-TrendModel,2022-02-26,log,2.373206586824333
ULZF-SEIRC19SI,2022-02-26,log,0.573230309089882
UMass-MechBayes,2022-02-26,log,1.2371182011227488
UNED-PreCoV2,2022-02-26,log,2.663550369458132
USC-SIkJalpha,2022-02-26,log,1.619329279345913
UpgUmibUsi-MultiBayes,2022-02-26,log,0.9178734175043123
epiMOX-SUIHTER,2022-02-26,log,0.7651411768455887
epiforecasts-EpiNow2,2022-02-26,log,2.2338281445931862
itwm-dSEIR,2022-02-26,log,2.651143606797482
prolix-euclidean,2022-02-26,log,2.017366164123136
EuroCOVIDhub-baseline,2022-02-26,natural,1.1419079052366012
EuroCOVIDhub-ensemble,2022-02-26,natural,1
FIAS_FZJ-Epi1Ger,2022-02-26,natural,2.2395391099240993
HZI-AgeExtendedSEIR,2022-02-26,natural,1.132365153878964
ICM-agentModel,2022-02-26,natural,1.4283587551122008
IEM_Health-CovidProject,2022-02-26,natural,1.854489230479161
ILM-EKF,2022-02-26,natural,13.837540108870302
ITWW-county_repro,2022-02-26,natural,4.732739836141706
MIT_CovidAnalytics-DELPHI,2022-02-26,natural,2.708074846588223
MOCOS-agent1,2022-02-26,natural,0.8607016307016132
MUNI-ARIMA,2022-02-26,natural,1.3972334245156968
MUNI_DMS-SEIAR,2022-02-26,natural,4.6005128285312455
RobertWalraven-ESG,2022-02-26,natural,1.1923299619949022
SDSC_ISG-TrendModel,2022-02-26,natural,2.8113281961402725
ULZF-SEIRC19SI,2022-02-26,natural,0.5407187224371857
UMass-MechBayes,2022-02-26,natural,1.4459901115121003
UNED-PreCoV2,2022-02-26,natural,1.9738727656808253
USC-SIkJalpha,2022-02-26,natural,1.521242269955056
UpgUmibUsi-MultiBayes,2022-02-26,natural,0.9372091751364832
epiMOX-SUIHTER,2022-02-26,natural,0.8016753794963327
epiforecasts-EpiNow2,2022-02-26,natural,2.591921634862993
itwm-dSEIR,2022-02-26,natural,2.021457643515333
prolix-euclidean,2022-02-26,natural,1.059738840503045
EuroCOVIDhub-baseline,2022-03-05,log,1.4003019563169772
EuroCOVIDhub-ensemble,2022-03-05,log,1
FIAS_FZJ-Epi1Ger,2022-03-05,log,1.3069245862289098
HZI-AgeExtendedSEIR,2022-03-05,log,1.3560665593492556
ICM-agentModel,2022-03-05,log,2.184015837544943
IEM_Health-CovidProject,2022-03-05,log,1.7205446648497689
ILM-EKF,2022-03-05,log,1.797170671688866
ITWW-county_repro,2022-03-05,log,2.2364523608065148
MIT_CovidAnalytics-DELPHI,2022-03-05,log,2.1343637944638636
MOCOS-agent1,2022-03-05,log,0.574274548150519
MUNI-ARIMA,2022-03-05,log,1.7041680769592427
MUNI_DMS-SEIAR,2022-03-05,log,10.158399332526525
RobertWalraven-ESG,2022-03-05,log,1.351291674969721
SDSC_ISG-TrendModel,2022-03-05,log,1.577295907050541
ULZF-SEIRC19SI,2022-03-05,log,0.44352559320214546
UMass-MechBayes,2022-03-05,log,1.2282776521691217
UNED-PreCoV2,2022-03-05,log,1.3373262542108582
USC-SIkJalpha,2022-03-05,log,1.8592403224398883
UpgUmibUsi-MultiBayes,2022-03-05,log,3.251471945254654
epiMOX-SUIHTER,2022-03-05,log,1.246923326370287
epiforecasts-EpiNow2,2022-03-05,log,2.0863856452357696
itwm-dSEIR,2022-03-05,log,3.3114617357677987
prolix-euclidean,2022-03-05,log,2.0560201285936763
EuroCOVIDhub-baseline,2022-03-05,natural,1.495863187143027
EuroCOVIDhub-ensemble,2022-03-05,natural,1
FIAS_FZJ-Epi1Ger,2022-03-05,natural,1.6983602279663768
HZI-AgeExtendedSEIR,2022-03-05,natural,1.4199330785908704
ICM-agentModel,2022-03-05,natural,2.1704834749371513
IEM_Health-CovidProject,2022-03-05,natural,2.2981378169335502
ILM-EKF,2022-03-05,natural,13.526437992667674
ITWW-county_repro,2022-03-05,natural,2.740158627365725
MIT_CovidAnalytics-DELPHI,2022-03-05,natural,1.7335400136258075
MOCOS-agent1,2022-03-05,natural,0.4828184736645601
MUNI-ARIMA,2022-03-05,natural,1.8764069816125155
MUNI_DMS-SEIAR,2022-03-05,natural,4.136366219812431
RobertWalraven-ESG,2022-03-05,natural,1.4438516457070685
SDSC_ISG-TrendModel,2022-03-05,natural,1.7807323034437181
ULZF-SEIRC19SI,2022-03-05,natural,0.45425246797089297
UMass-MechBayes,2022-03-05,natural,1.4726158945800898
UNED-PreCoV2,2022-03-05,natural,0.9630970119579582
USC-SIkJalpha,2022-03-05,natural,1.815608931088479
UpgUmibUsi-MultiBayes,2022-03-05,natural,3.3408426728614846
epiMOX-SUIHTER,2022-03-05,natural,1.307685063515554
epiforecasts-EpiNow2,2022-03-05,natural,1.7736382444167798
itwm-dSEIR,2022-03-05,natural,2.3304684784578704
prolix-euclidean,2022-03-05,natural,1.0112414360369775
EuroCOVIDhub-baseline,2022-03-12,log,1.6675479246238583
EuroCOVIDhub-ensemble,2022-03-12,log,1
FIAS_FZJ-Epi1Ger,2022-03-12,log,1.101351419233857
HZI-AgeExtendedSEIR,2022-03-12,log,1.1651182645015186
ICM-agentModel,2022-03-12,log,2.1641217332078235
IEM_Health-CovidProject,2022-03-12,log,1.9590023507413132
ILM-EKF,2022-03-12,log,1.5084336390319817
ITWW-county_repro,2022-03-12,log,1.1920327352909235
MIT_CovidAnalytics-DELPHI,2022-03-12,log,2.061054240352627
MOCOS-agent1,2022-03-12,log,0.6713665950396235
MUNI-ARIMA,2022-03-12,log,1.6341005227133412
MUNI_DMS-SEIAR,2022-03-12,log,6.074177553635419
RobertWalraven-ESG,2022-03-12,log,1.479751794700295
SDSC_ISG-TrendModel,2022-03-12,log,1.6566323747513685
ULZF-SEIRC19SI,2022-03-12,log,0.7093101516444712
UMass-MechBayes,2022-03-12,log,1.1120230207278978
UNED-PreCoV2,2022-03-12,log,0.8628142164374537
USC-SIkJalpha,2022-03-12,log,1.801413603799972
UpgUmibUsi-MultiBayes,2022-03-12,log,1.2907899638632983
epiMOX-SUIHTER,2022-03-12,log,0.3946417673237457
epiforecasts-EpiNow2,2022-03-12,log,1.6178065605263625
itwm-dSEIR,2022-03-12,log,2.392083589680736
prolix-euclidean,2022-03-12,log,2.1548514162576597
EuroCOVIDhub-baseline,2022-03-12,natural,2.1681660675495067
EuroCOVIDhub-ensemble,2022-03-12,natural,1
FIAS_FZJ-Epi1Ger,2022-03-12,natural,1.182017415110548
HZI-AgeExtendedSEIR,2022-03-12,natural,1.2187502019366494
ICM-agentModel,2022-03-12,natural,1.4649915553625
IEM_Health-CovidProject,2022-03-12,natural,2.9205034504817182
ILM-EKF,2022-03-12,natural,9.005228038805933
ITWW-county_repro,2022-03-12,natural,1.238278985149126
MIT_CovidAnalytics-DELPHI,2022-03-12,natural,1.9650448662034212
MOCOS-agent1,2022-03-12,natural,0.5760283844343228
MUNI-ARIMA,2022-03-12,natural,2.2858766688231484
MUNI_DMS-SEIAR,2022-03-12,natural,2.238012217350135
RobertWalraven-ESG,2022-03-12,natural,1.7519398100431647
SDSC_ISG-TrendModel,2022-03-12,natural,1.6172194427550877
ULZF-SEIRC19SI,2022-03-12,natural,0.7345558852896366
UMass-MechBayes,2022-03-12,natural,1.2941343100066547
UNED-PreCoV2,2022-03-12,natural,0.5946200719778731
USC-SIkJalpha,2022-03-12,natural,1.5055587309720986
UpgUmibUsi-MultiBayes,2022-03-12,natural,1.3497080246408406
epiMOX-SUIHTER,2022-03-12,natural,0.4102775746837616
epiforecasts-EpiNow2,2022-03-12,natural,1.1464389052099822
itwm-dSEIR,2022-03-12,natural,1.8184094980527
prolix-euclidean,2022-03-12,natural,1.1945309034157614
EuroCOVIDhub-baseline,2022-03-19,log,1.3779852797365721
EuroCOVIDhub-ensemble,2022-03-19,log,1
FIAS_FZJ-Epi1Ger,2022-03-19,log,1.973418907345087
HZI-AgeExtendedSEIR,2022-03-19,log,1.1605654502966725
ICM-agentModel,2022-03-19,log,4.11046338057428
IEM_Health-CovidProject,2022-03-19,log,1.5836172135496078
ILM-EKF,2022-03-19,log,1.6155390968131669
ITWW-county_repro,2022-03-19,log,0.9143847488004706
MIT_CovidAnalytics-DELPHI,2022-03-19,log,1.7826425713039473
MOCOS-agent1,2022-03-19,log,1.2181837129188546
MUNI-ARIMA,2022-03-19,log,1.327557612187809
MUNI_DMS-SEIAR,2022-03-19,log,7.9863603446456715
RobertWalraven-ESG,2022-03-19,log,1.2090593657408812
SDSC_ISG-TrendModel,2022-03-19,log,1.9536246152589873
ULZF-SEIRC19SI,2022-03-19,log,1.2212795455774181
UNED-PreCoV2,2022-03-19,log,0.9999799251219045
USC-SIkJalpha,2022-03-19,log,1.7360594444775765
UpgUmibUsi-MultiBayes,2022-03-19,log,0.9692568949768298
epiMOX-SUIHTER,2022-03-19,log,0.24287177956856693
epiforecasts-EpiNow2,2022-03-19,log,1.5273882634358373
itwm-dSEIR,2022-03-19,log,2.0402762927214715
prolix-euclidean,2022-03-19,log,2.87730032107933
EuroCOVIDhub-baseline,2022-03-19,natural,1.8059388396841405
EuroCOVIDhub-ensemble,2022-03-19,natural,1
FIAS_FZJ-Epi1Ger,2022-03-19,natural,2.6584348182430997
HZI-AgeExtendedSEIR,2022-03-19,natural,1.4946224952462923
ICM-agentModel,2022-03-19,natural,2.8690631588589492
IEM_Health-CovidProject,2022-03-19,natural,2.287667064638113
ILM-EKF,2022-03-19,natural,21.809830038242946
ITWW-county_repro,2022-03-19,natural,1.0351004403955673
MIT_CovidAnalytics-DELPHI,2022-03-19,natural,1.9336547882333361
MOCOS-agent1,2022-03-19,natural,1.2871890376618036
MUNI-ARIMA,2022-03-19,natural,1.7442844962046347
MUNI_DMS-SEIAR,2022-03-19,natural,4.002364315853076
RobertWalraven-ESG,2022-03-19,natural,1.378796982476872
SDSC_ISG-TrendModel,2022-03-19,natural,1.4171608557221818
ULZF-SEIRC19SI,2022-03-19,natural,1.4742908537000965
UNED-PreCoV2,2022-03-19,natural,1.1302055990627193
USC-SIkJalpha,2022-03-19,natural,1.5171394914401881
UpgUmibUsi-MultiBayes,2022-03-19,natural,1.1969589723956457
epiMOX-SUIHTER,2022-03-19,natural,0.30978321768209516
epiforecasts-EpiNow2,2022-03-19,natural,1.9371820189487448
itwm-dSEIR,2022-03-19,natural,1.8528974718901219
prolix-euclidean,2022-03-19,natural,2.8009238011000357
EuroCOVIDhub-baseline,2022-03-26,log,0.9992560996204073
EuroCOVIDhub-ensemble,2022-03-26,log,1
FIAS_FZJ-Epi1Ger,2022-03-26,log,2.4014110199240766
HZI-AgeExtendedSEIR,2022-03-26,log,1.0536164305867166
ICM-agentModel,2022-03-26,log,3.5599630927134993
IEM_Health-CovidProject,2022-03-26,log,1.2899001026383843
ILM-EKF,2022-03-26,log,1.3602043791524323
ITWW-county_repro,2022-03-26,log,0.841434552897051
JBUD-HMXK,2022-03-26,log,2.378537855134955
MIT_CovidAnalytics-DELPHI,2022-03-26,log,1.5055793874656926
MOCOS-agent1,2022-03-26,log,1.4869935866523893
MUNI-ARIMA,2022-03-26,log,1.2251608974910542
MUNI_DMS-SEIAR,2022-03-26,log,6.319071308499046
RobertWalraven-ESG,2022-03-26,log,1.3161416588503223
SDSC_ISG-TrendModel,2022-03-26,log,1.4348153836504731
