model,variant,horizon,rel_wis
EuroCOVIDhub-ensemble,delta intro,1,1
FIAS_FZJ-Epi1Ger,delta intro,1,2.5154494020175053
HZI-AgeExtendedSEIR,delta intro,1,0.7274313334876296
ICM-agentModel,delta intro,1,3.0084459941903816
IEM_Health-CovidProject,delta intro,1,1.5565869943411685
ILM-EKF,delta intro,1,1.2313173171170635
ITWW-county_repro,delta intro,1,1.7174808007363196
Imperial-DeCa,delta intro,1,2.28277053142961
Imperial-RtI0,delta intro,1,2.14020335115802
Imperial-sbkp,delta intro,1,1.7608515929677764
Karlen-pypm,delta intro,1,1.2318973140661837
LANL-GrowthRate,delta intro,1,1.360449144362289
LeipzigIMISE-SECIR,delta intro,1,1.1975421394109265
MIMUW-StochSEIR,delta intro,1,1.1998608293389244
MIT_CovidAnalytics-DELPHI,delta intro,1,1.4115741077931863
MOCOS-agent1,delta intro,1,0.8253443449482435
MUNI-ARIMA,delta intro,1,1.5454593291740708
MUNI_DMS-SEIAR,delta intro,1,1.768388092410939
RobertWalraven-ESG,delta intro,1,1.4182444297111159
UB-BSLCoV,delta intro,1,0.9895797559331901
UMass-MechBayes,delta intro,1,1.2184605330747271
UMass-SemiMech,delta intro,1,1.50056052884709
UNED-PreCoV2,delta intro,1,3.0451954427439256
USC-SIkJalpha,delta intro,1,1.3980249487086767
UpgUmibUsi-MultiBayes,delta intro,1,1.1895565646775488
bisop-seirfilter,delta intro,1,1.2724054633109578
bisop-seirfilterlite,delta intro,1,3.6613424559541845
epiMOX-SUIHTER,delta intro,1,0.8889518943887461
epiforecasts-EpiExpert,delta intro,1,1.280162730355511
epiforecasts-EpiExpert_Rt,delta intro,1,1.6333215833722767
epiforecasts-EpiExpert_direct,delta intro,1,1.4560485445851796
epiforecasts-EpiNow2,delta intro,1,1.5249128634654574
itwm-dSEIR,delta intro,1,1.2744556964830631
